time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/value_loss,train/learning_rate,train/clip_range,train/approx_kl,eval/mean_reward,eval/mean_ep_length
250000,,,,,,0.00341796875,1220,-4.4626473724842075,-0.0031904994713841004,0.8666787594556808,0.30192890763282776,0.7274489786475897,3e-05,0.1,0.0007541169,-31.820341300964355,630.6
251904,123,142,-14.31409949,655.18,1764,,,,,,,,,,,,
253952,124,143,-14.10052049,658.93,1768,0.0138671875,1230,-4.478925955295563,-0.006347480867407285,0.9208808168768883,0.6700760722160339,0.6627792665734887,3e-05,0.1,0.0011682526,,
256000,125,144,-14.86673309,665.91,1774,0.00078125,1240,-4.454060423374176,-0.0028231054748175666,0.8109263330698013,2.894205331802368,4.34391117990017,3e-05,0.1,0.00049906026,,
258048,126,145,-15.05709562,660.06,1779,0.00029296875,1250,-4.4660185933113095,-0.0017426090547814966,0.11051380634307861,20.495328903198242,39.06744971871376,3e-05,0.1,0.0003301473,,
260000,,,,,,0.0,1260,-4.459743189811706,-0.001961877253779676,0.9183685407042503,0.3632899224758148,1.7305209908634425,3e-05,0.1,0.00025407138,-24.86009473800659,688.0
260096,127,145,-16.245326809999998,656.43,1791,,,,,,,,,,,,
262144,128,145,-14.21702203,654.59,1796,0.0,1270,-4.459876096248626,-0.0003737156017450616,0.5116016566753387,16.627017974853516,38.210960111022,3e-05,0.1,2.059844e-05,,
264192,129,146,-15.310732,663.35,1801,0.001318359375,1280,-4.454088789224625,-0.002283976666512899,0.8904936835169792,0.516032338142395,1.088100953772664,3e-05,0.1,0.00044997115,,
266240,130,147,-16.669656340000003,667.09,1807,0.0,1290,-4.454359394311905,-0.0008060941690928303,0.33231592178344727,19.160362243652344,33.249065363407134,3e-05,0.1,4.5441295e-05,,
268288,131,148,-15.929672970000004,658.3,1812,0.0,1300,-4.453010129928589,-0.0006770894571673125,0.4247317910194397,3.3485074043273926,35.74309128150344,3e-05,0.1,5.0563598e-05,,
270000,,,,,,0.0052734375,1310,-4.463778430223465,-0.004733557859435677,0.9588842391967773,0.08130791783332825,0.3721732795238495,3e-05,0.1,0.00087993883,-30.681600952148436,753.2
270336,132,148,-15.98761687,666.87,1825,,,,,,,,,,,,
272384,133,148,-15.90506394,673.1,1830,0.0,1320,-4.454631108045578,-0.0017461503259255551,0.9308311492204666,0.19789311289787292,0.8382285103201866,3e-05,0.1,0.00018410425,,
274432,134,149,-14.87976167,670.5,1835,0.00771484375,1330,-4.457638597488403,-0.00400507134036161,0.8747881948947906,0.08298076689243317,0.49443914256989957,3e-05,0.1,0.00078204076,,
276480,135,150,-15.697831650000001,675.36,1840,0.01357421875,1340,-4.450339388847351,-0.0047631867229938505,0.9380511119961739,0.04098857566714287,0.42498358711600304,3e-05,0.1,0.0012528184,,
278528,136,150,-15.835431430000002,669.77,1846,0.00595703125,1350,-4.439206290245056,-0.003374831986729987,0.8998128175735474,2.527076482772827,5.052398959547281,3e-05,0.1,0.0008135248,,
280000,,,,,,0.00439453125,1360,-4.421422255039215,-0.0037502347229747103,0.9569987580180168,0.0200134739279747,0.2762133815325797,3e-05,0.1,0.0008172922,-12.664099597930909,716.6
280576,137,150,-16.11646741,676.15,1858,,,,,,,,,,,,
282624,138,151,-17.241044459999998,677.81,1864,9.765625e-05,1370,-4.4605771660804745,-0.002095270570134744,0.5451307594776154,18.356592178344727,36.06979594528675,3e-05,0.1,0.0002987227,,
284672,139,152,-18.045107799999997,682.15,1869,0.002685546875,1380,-4.431838691234589,-0.002308184647699818,-0.008234620094299316,36.167110443115234,36.27172866165638,3e-05,0.1,0.00046828494,,
286720,140,152,-19.745359309999998,689.65,1874,0.0,1390,-4.409698003530503,-0.0007644942234037444,0.7015123069286346,18.51373863220215,39.179206155240536,3e-05,0.1,5.5663026e-05,,
288768,141,153,-20.710990149999997,692.62,1879,0.0,1400,-4.4042515873909,-0.00037328804028220476,0.3432655334472656,14.630877494812012,73.64441367387772,3e-05,0.1,1.4734367e-05,,
290000,,,,,,0.0,1410,-4.438477718830109,-0.0005356332701921928,0.42980772256851196,13.924382209777832,31.957589015364647,3e-05,0.1,1.7443235e-05,-29.447226905822752,657.8
290816,142,153,-21.30982861,695.53,1891,,,,,,,,,,,,
292864,143,154,-21.501952480000003,698.3,1897,9.765625e-05,1420,-4.439685708284378,-0.003813557527610101,0.8996565341949463,0.8805660605430603,1.8450801581144334,3e-05,0.1,0.00047001897,,
294912,144,155,-22.991434059999996,705.99,1902,0.0,1430,-4.403668123483658,-0.0021867435541935267,0.9255163669586182,0.5472328662872314,2.2103199921548367,3e-05,0.1,0.00034129457,,
296960,145,155,-22.16399052,704.38,1907,0.003076171875,1440,-4.397880268096924,-0.0022616792644839733,0.7104006409645081,2.2090113162994385,40.19758282899856,3e-05,0.1,0.0004978962,,
299008,146,156,-20.06686577,696.64,1912,0.0458984375,1450,-4.424230694770813,-0.006749463311280124,0.9373856037855148,0.025994494557380676,0.2728300908580422,3e-05,0.1,0.0020387506,,
300000,,,,,,0.00458984375,1460,-4.412608104944229,-0.003162595241155941,0.8684374392032623,0.7206027507781982,2.70655018389225,3e-05,0.1,0.00072820124,-20.10344409942627,805.8
301056,147,156,-22.124566389999995,705.1,1926,,,,,,,,,,,,
303104,148,156,-22.883473120000005,705.53,1931,0.0,1470,-4.414323186874389,-0.0005237641591520515,0.08396124839782715,34.85569763183594,73.15145509243011,3e-05,0.1,3.199035e-05,,
305152,149,157,-23.777617260000003,709.91,1936,0.0,1480,-4.412416058778763,-0.0006989204528508707,0.5146203637123108,21.949186325073242,39.41635285615921,3e-05,0.1,3.0818075e-05,,
307200,150,158,-24.174299089999998,710.2,1941,0.0,1490,-4.399756634235382,-0.0005480316060129554,0.4922511577606201,34.55989456176758,78.82923834323883,3e-05,0.1,2.204979e-05,,
309248,151,158,-23.65363056,711.73,1946,0.001123046875,1500,-4.409587872028351,-0.0026265683787642046,0.5134781002998352,11.67785930633545,39.617131498456004,3e-05,0.1,0.0005720893,,
310000,,,,,,0.002001953125,1510,-4.428428608179092,-0.0036080999358091503,0.864225834608078,0.20713098347187042,0.9147752046585083,3e-05,0.1,0.00076788757,-40.08779153823853,805.6
311296,152,158,-23.47678193,718.12,1960,,,,,,,,,,,,
313344,153,159,-23.354665450000002,716.7,1965,0.015380859375,1520,-4.449104696512222,-0.005280038726050406,0.9023657143115997,0.04873918741941452,0.31756505435332655,3e-05,0.1,0.001428835,,
315392,154,160,-23.49301578,721.68,1970,0.018994140625,1530,-4.427112001180649,-0.005031269497703761,0.932801753282547,0.13577337563037872,0.6889309676364064,3e-05,0.1,0.0015191799,,
317440,155,160,-23.160529700000005,719.42,1975,0.00751953125,1540,-4.423394733667374,-0.003612626440008171,0.9243583604693413,0.21953493356704712,0.6473330533131957,3e-05,0.1,0.001259057,,
319488,156,161,-24.053607839999994,721.71,1980,0.000146484375,1550,-4.4399753451347355,-0.002689460903638974,0.9346833899617195,0.46027615666389465,1.023680032044649,3e-05,0.1,0.00036500726,,
320000,,,,,,0.0,1560,-4.423699396848678,-0.0015343263425165788,0.25343990325927734,17.76017189025879,41.05092177689075,3e-05,0.1,0.00016888842,-40.529164505004886,730.0
321536,157,161,-25.04838331,727.28,1993,,,,,,,,,,,,
323584,158,161,-25.451313039999995,736.93,1998,0.0,1570,-4.424757438898086,-0.0004977373508154414,0.45888710021972656,12.276263236999512,33.437208625674245,3e-05,0.1,1.4449848e-05,,
325632,159,162,-27.16336991,744.21,2003,0.0,1580,-4.41537514925003,-0.0017049646732630209,0.956907119601965,0.42605260014533997,1.1797459185123444,3e-05,0.1,0.00026276457,,
327680,160,163,-26.86821107,742.59,2009,0.0,1590,-4.4073954641819,-0.0013753939536400139,0.5965854227542877,29.94164276123047,76.21357752084732,3e-05,0.1,0.00012255553,,
329728,161,163,-25.945956929999998,741.72,2014,0.025,1600,-4.429685813188553,-0.004980519847595133,0.882323868572712,0.09471610188484192,0.6622847693040967,3e-05,0.1,0.0019104254,,
330000,,,,,,0.005615234375,1610,-4.425431364774704,-0.0047375393216498194,0.9176538437604904,0.09162259101867676,0.704061221703887,3e-05,0.1,0.0011100218,-51.51361894607544,829.2
331776,162,163,-27.16163682,753.88,2027,,,,,,,,,,,,
333824,163,164,-27.228371620000004,758.1,2033,0.0,1620,-4.412318134307862,-0.0009122916089836508,0.36724185943603516,17.99853515625,34.54400595724583,3e-05,0.1,7.703595e-05,,
335872,164,164,-27.973597750000003,763.84,2038,0.0,1630,-4.4053132891654965,-0.0015663515456253662,0.9237872809171677,0.26565268635749817,2.848118157312274,3e-05,0.1,0.00021418641,,
337920,165,165,-28.81212147,760.65,2043,0.0,1640,-4.396280181407929,-0.00036152253160253166,0.2972976565361023,19.922035217285156,67.55056040287018,3e-05,0.1,2.4024834e-05,,
339968,166,165,-27.85889036,758.01,2048,0.0,1650,-4.417662340402603,-0.0009574096693540923,0.5812407732009888,46.43488693237305,40.17691042423248,3e-05,0.1,3.6582554e-05,,
340000,,,,,,0.005712890625,1660,-4.427229058742523,-0.004049039573874325,0.7981017380952835,0.05417633801698685,0.3410883581265807,3e-05,0.1,0.0008113472,-9.0803956925869,600.4
342016,167,165,-27.309706310000003,763.85,2062,,,,,,,,,,,,
344064,168,165,-26.468710169999998,765.44,2077,0.0,1670,-4.42112780213356,-0.0028956742433365436,0.9418005608022213,0.09232498705387115,0.4748898703604937,3e-05,0.1,0.0004865071,,
346112,169,164,-28.427875479999997,771.35,2097,0.00029296875,1680,-4.427416568994522,-0.002600062036071904,0.8113663494586945,0.9498687982559204,2.105498889833689,3e-05,0.1,0.00037986258,,
348160,170,164,-28.83579627,773.05,2117,0.0,1690,-4.386312031745911,-0.0007304743514396251,0.5821222364902496,59.11227798461914,76.81918434500695,3e-05,0.1,6.0274877e-05,,
350000,,,,,,0.0,1700,-4.405101120471954,-0.0017958516429644078,0.9502310417592525,0.14576050639152527,1.0236252076923846,3e-05,0.1,0.00020496588,-4.888300895690918,646.4
350208,171,162,-29.78024071,773.19,2149,,,,,,,,,,,,
352256,172,162,-29.270618510000006,783.72,2169,0.0,1710,-4.411101031303406,-0.0002930679009296,0.2538807988166809,30.11224365234375,35.23681151866913,3e-05,0.1,2.0233012e-05,,
354304,173,162,-30.32333927,782.76,2187,0.0138671875,1720,-4.45198363661766,-0.004993856175860856,0.8468275964260101,0.08333424478769302,0.6529657138511539,3e-05,0.1,0.001118622,,
356352,174,161,-30.513103930000003,785.1,2206,0.0,1730,-4.415781170129776,-0.0004496704350458458,0.08025771379470825,8.83124828338623,37.865641391277315,3e-05,0.1,5.387288e-05,,
358400,175,161,-29.80183079,780.56,2225,0.0,1740,-4.440153712034226,-0.0008677904814248904,0.4293630123138428,9.425405502319336,15.40931190997362,3e-05,0.1,4.959249e-05,,
360000,,,,,,0.00068359375,1750,-4.4323713958263395,-0.0027516727772308514,0.9486537538468838,0.04124680161476135,0.862199479341507,3e-05,0.1,0.00065523945,-64.77553672790528,945.8
360448,176,159,-30.93243426,785.03,2261,,,,,,,,,,,,
362496,177,158,-30.166097800000003,783.11,2282,0.0,1760,-4.444436848163605,-0.00036724424426211045,0.326724648475647,20.33617401123047,57.51638275384903,3e-05,0.1,2.1105603e-05,,
364544,178,158,-28.471685360000002,776.22,2301,0.0,1770,-4.436629164218902,-0.0015937654534354806,0.8811721578240395,0.4458564519882202,2.054738103598356,3e-05,0.1,0.0001325756,,
366592,179,158,-28.276538840000004,776.05,2318,0.0,1780,-4.428054821491242,-0.0003555754039552994,0.5472769141197205,56.149322509765625,34.48745730221272,3e-05,0.1,1.8608465e-05,,
368640,180,157,-28.914937919999996,776.53,2338,0.0,1790,-4.4322569370269775,-0.0010819777497090399,0.9347573891282082,0.40494972467422485,2.060425840318203,3e-05,0.1,0.00013553572,,
370000,,,,,,0.000537109375,1800,-4.449912917613983,-0.0024397602886892856,0.9310756325721741,0.9905515313148499,3.3835413590073586,3e-05,0.1,0.00046678266,-41.05280294418335,755.4
370688,181,156,-28.446582969999998,771.53,2372,,,,,,,,,,,,
372736,182,155,-27.967291600000003,776.09,2391,0.005224609375,1810,-4.431226444244385,-0.0031702726570074446,0.8403028398752213,0.21831557154655457,0.8027621529996395,3e-05,0.1,0.00074893364,,
374784,183,155,-28.86282239,781.01,2406,0.0,1820,-4.4326047658920285,-0.0007175117301812861,0.550898015499115,6.940176963806152,36.45971282124519,3e-05,0.1,2.9518444e-05,,
376832,184,155,-28.69447752,782.23,2425,0.0,1830,-4.421612387895584,-0.0004731847089715302,0.05969738960266113,25.483179092407227,33.34842875301838,3e-05,0.1,1.9969215e-05,,
378880,185,154,-28.765960970000005,784.15,2447,0.0,1840,-4.417776668071747,-0.0020521369646303357,0.8767532780766487,0.21336719393730164,1.096767646819353,3e-05,0.1,0.0002565349,,
380000,,,,,,0.0,1850,-4.440765625238418,-0.0006894320627907291,0.40248286724090576,32.813697814941406,41.69562182128429,3e-05,0.1,6.6714274e-05,-60.06936655044556,871.8
380928,186,153,-28.87225833,792.39,2481,,,,,,,,,,,,
382976,187,153,-27.229321520000003,788.81,2494,0.0,1860,-4.423982679843903,-0.0004930737428367138,0.30535197257995605,5.868677139282227,33.767297050356866,3e-05,0.1,1.3547833e-05,,
385024,188,153,-25.833065339999997,782.57,2514,0.0,1870,-4.426752519607544,-0.0016013794418540783,0.9199247658252716,1.3242816925048828,2.5247646272182465,3e-05,0.1,9.507983e-05,,
387072,189,152,-26.82217555,781.72,2531,0.0,1880,-4.420910000801086,-0.0005984752817312256,0.38979262113571167,9.018957138061523,34.64019297063351,3e-05,0.1,1.9894214e-05,,
389120,190,152,-26.758439350000003,787.43,2551,0.0,1890,-4.425868171453476,-0.0007844143619877286,0.5884885191917419,10.671366691589355,35.475376427173615,3e-05,0.1,2.3945526e-05,,
390000,,,,,,0.0005859375,1900,-4.42354861497879,-0.0020722321321954952,0.8693853467702866,0.42187100648880005,2.018190470337868,3e-05,0.1,0.0002538801,-46.506016278266905,823.6
391168,191,151,-28.204272220000004,788.48,2585,,,,,,,,,,,,
393216,192,151,-29.976980730000005,794.92,2601,0.0,1910,-4.433942490816117,-0.001670322312565986,0.5980288982391357,29.31406593322754,30.734069350361825,3e-05,0.1,0.00014434362,,
395264,193,151,-29.83953848,788.6,2615,0.0,1920,-4.417183947563172,-0.0007473266683518887,0.30984312295913696,30.72258949279785,64.94285106658936,3e-05,0.1,5.1461626e-05,,
397312,194,150,-30.275156390000003,793.29,2634,0.0,1930,-4.445428627729416,-0.0016025561228161678,0.8272436112165451,0.7950007915496826,2.3976008869707583,3e-05,0.1,0.0001486624,,
399360,195,150,-29.710564790000003,793.71,2652,0.004345703125,1940,-4.422010141611099,-0.004092234463314526,0.9191883280873299,0.159322127699852,0.4348114913329482,3e-05,0.1,0.0008600999,,
400000,,,,,,0.001806640625,1950,-4.440225040912628,-0.003874192529474385,0.8793812841176987,0.14414915442466736,0.6073702597990632,3e-05,0.1,0.0006198914,-16.52021989822388,722.0
401408,196,149,-28.71224632,790.58,2681,,,,,,,,,,,,
403456,197,149,-29.24527767,787.11,2699,0.0076171875,1960,-4.438866263628006,-0.003717231212067418,0.6410990655422211,0.8548128008842468,0.9052907705307007,3e-05,0.1,0.0008670257,,
405504,198,149,-28.98798052,780.09,2715,0.0,1970,-4.425558930635452,-0.00019441908807493746,0.099101722240448,12.599148750305176,63.90537105798721,3e-05,0.1,2.9187999e-05,,
407552,199,148,-28.953092250000005,781.45,2736,0.0,1980,-4.407230693101883,-0.0015248024719767272,0.9085136950016022,2.6301660537719727,5.158792143315077,3e-05,0.1,0.00015988795,,
409600,200,148,-27.917456160000008,773.54,2751,0.003955078125,1990,-4.4264245390892025,-0.0032230273907771336,0.8959007635712624,0.7403198480606079,1.1317252825945616,3e-05,0.1,0.00086596666,,
410000,,,,,,0.01328125,2000,-4.439131200313568,-0.0057390288246097045,0.8772575631737709,0.08806828409433365,0.38391960989683865,3e-05,0.1,0.0010544183,-54.39384880065918,755.0
411648,201,147,-27.312164560000006,772.0,2781,,,,,,,,,,,,
413696,202,147,-26.54250696,772.35,2798,9.765625e-05,2010,-4.415610444545746,-0.0015729136735899373,0.9103749245405197,0.7425631284713745,1.3220223139971494,3e-05,0.1,0.00028289773,,
415744,203,147,-25.99206187,777.81,2817,0.0,2020,-4.430480450391769,-0.0012226331833517178,0.43931251764297485,0.5029686689376831,13.826638847589493,3e-05,0.1,0.00011538449,,
417792,204,147,-27.06524992,775.08,2836,0.00029296875,2030,-4.423787832260132,-0.002531791344517842,0.9313321709632874,0.09564033895730972,1.3317577302455903,3e-05,0.1,0.00044643626,,
419840,205,146,-26.73430789,768.93,2858,0.0,2040,-4.43262802362442,-0.0006992855633143336,0.11045485734939575,9.419434547424316,29.479334814846517,3e-05,0.1,4.481242e-05,,
420000,,,,,,0.001708984375,2050,-4.454606300592422,-0.0029083112924126906,0.8556819707155228,1.715404987335205,3.024729771912098,3e-05,0.1,0.00046885034,-12.054200482368469,619.8
421888,206,146,-26.038563999999997,768.02,2885,,,,,,,,,,,,
423936,207,146,-24.662969220000004,757.32,2901,4.8828125e-05,2060,-4.42582722902298,-0.002377706312108785,0.9206349477171898,0.13857723772525787,0.970346612483263,3e-05,0.1,0.00036428703,,
425984,208,145,-24.989128299999997,744.93,2920,0.0,2070,-4.452775436639786,-0.0017022387764882296,0.92198596149683,0.4347344636917114,1.2735592514276504,3e-05,0.1,0.0002334964,,
428032,209,145,-24.52047076,745.51,2942,0.0,2080,-4.425611531734466,-0.0013293766693095676,0.5598299503326416,19.225400924682617,39.20436589717865,3e-05,0.1,0.000117973424,,
430000,,,,,,0.002197265625,2090,-4.428434681892395,-0.002616125755594112,0.9227806925773621,0.44283854961395264,1.0097709640860557,3e-05,0.1,0.0003337314,-26.302049618959426,628.0
430080,210,144,-24.255383039999998,748.89,2973,,,,,,,,,,,,
432128,211,144,-24.845331379999998,749.59,2992,0.0,2100,-4.435349613428116,-0.00038661923026666044,0.47937601804733276,8.978744506835938,34.387816251814364,3e-05,0.1,1.7652259e-05,,
434176,212,144,-23.595270590000005,746.56,3011,0.0,2110,-4.4054777979850765,-0.001953514260821976,0.9201075509190559,0.23889249563217163,1.9726963751018047,3e-05,0.1,0.00037672545,,
436224,213,144,-23.084886069999996,747.12,3029,0.0,2120,-4.446624863147735,-0.00168637816386763,0.5828182697296143,41.376182556152344,33.321273776888845,3e-05,0.1,0.00027787537,,
438272,214,143,-21.965561989999998,743.57,3048,0.03408203125,2130,-4.4580755710601805,-0.006721021479461342,0.41035979986190796,0.13099457323551178,0.9339497083798051,3e-05,0.1,0.0019205287,,
440000,,,,,,0.001123046875,2140,-4.436077404022217,-0.0015857420163229107,0.8985135778784752,0.8102285861968994,1.9699436962604522,3e-05,0.1,0.00036998623,-26.5592360496521,795.0
440320,215,142,-22.090635,741.36,3082,,,,,,,,,,,,
442368,216,142,-21.393599170000005,738.5,3098,0.00029296875,2150,-4.438148540258408,-0.002496129967039451,0.8829054310917854,0.2717615067958832,1.3226821824908257,3e-05,0.1,0.00039056406,,
444416,217,142,-21.407483000000003,744.75,3112,0.0130859375,2160,-4.441402024030685,-0.004850446726777591,0.934189073741436,0.09278050810098648,0.5413365775719285,3e-05,0.1,0.0011148914,,
446464,218,142,-21.04119215,736.43,3131,0.0130859375,2170,-4.432518839836121,-0.003750865119218361,0.600231796503067,0.8534166812896729,1.1977346519008278,3e-05,0.1,0.0011030072,,
448512,219,142,-22.10888967,738.5,3151,0.0,2180,-4.4075011789798735,-0.00039436431106878447,0.37821507453918457,13.414850234985352,41.80140478909016,3e-05,0.1,4.3510576e-05,,
450000,,,,,,0.0,2190,-4.444513154029846,-0.0004436632007127628,0.3048771619796753,26.330177307128906,62.23360795974732,3e-05,0.1,3.052861e-05,-15.52708921432495,618.8
450560,220,141,-21.937944419999994,737.82,3179,,,,,,,,,,,,
452608,221,141,-20.929276309999995,741.9,3194,0.003759765625,2200,-4.433645009994507,-0.0036867670307401566,0.8629738837480545,0.1250838190317154,0.7318078247830272,3e-05,0.1,0.0009149197,,
454656,222,141,-19.52818112,729.51,3208,0.001171875,2210,-4.437006151676178,-0.002595879093860276,0.9053364098072052,0.6632411479949951,1.1489602901041507,3e-05,0.1,0.0005295953,,
456704,223,141,-18.661172529999998,726.65,3226,0.0,2220,-4.475430500507355,-0.0009754625498317182,0.9500656239688396,0.23204724490642548,1.7471534062176943,3e-05,0.1,9.5320516e-05,,
458752,224,141,-18.924350219999997,734.09,3244,0.00146484375,2230,-4.451124447584152,-0.0028415175853297114,0.757796585559845,36.02289581298828,44.63258111476898,3e-05,0.1,0.0003114445,,
460000,,,,,,0.000927734375,2240,-4.412862432003021,-0.002556236938107759,0.9264522939920425,0.0844632238149643,0.7889219142496586,3e-05,0.1,0.00039217123,-40.79697322845459,820.6
460800,225,140,-18.14215055,732.79,3273,,,,,,,,,,,,
462848,226,140,-17.39698835,733.13,3292,0.00126953125,2250,-4.4308801829814914,-0.0026702920789830388,0.949310913681984,0.08435797691345215,1.2038686838001014,3e-05,0.1,0.00053542387,,
464896,227,140,-16.1387901,731.66,3308,0.0,2260,-4.435837501287461,-0.0012324779134360142,0.9238809123635292,0.6911506056785583,1.3104298882186414,3e-05,0.1,0.00023545854,,
466944,228,140,-14.77915873,726.24,3327,0.046337890625,2270,-4.4391929626464846,-0.008149082804447972,0.9170438945293427,0.012598160654306412,0.2613148939795792,3e-05,0.1,0.002322128,,
468992,229,140,-14.823905350000002,726.07,3345,0.017529296875,2280,-4.460068196058273,-0.006422137806657702,0.9491113796830177,0.168239563703537,0.389595509506762,3e-05,0.1,0.0013043105,,
470000,,,,,,0.013134765625,2290,-4.468565285205841,-0.005093358195153996,0.8272278606891632,0.7672861814498901,1.1276651054620743,3e-05,0.1,0.0010507427,-23.7608549118042,598.0
471040,230,139,-14.663661110000003,726.18,3375,,,,,,,,,,,,
473088,231,139,-14.76658246,733.57,3393,0.075048828125,2300,-4.464334565401077,-0.00852077430463396,0.5401946902275085,0.06265875697135925,0.2534666509367526,3e-05,0.1,0.0027533341,,
475136,232,139,-14.744433129999999,727.1,3412,0.000146484375,2310,-4.449883157014847,-0.0013180907524656504,0.11088627576828003,26.57090950012207,38.0806917399168,3e-05,0.1,0.000281045,,
477184,233,139,-15.0240577,730.99,3426,0.0,2320,-4.429204696416855,-0.0010399751015938818,0.7339425683021545,16.40672492980957,38.93163503706455,3e-05,0.1,7.799483e-05,,
479232,234,139,-13.889470330000002,736.28,3446,0.0,2330,-4.413220435380936,-0.0008682829415192827,0.7506589889526367,28.345048904418945,41.67566040158272,3e-05,0.1,6.266491e-05,,
480000,,,,,,9.765625e-05,2340,-4.476592028141022,-0.0018378062464762478,0.7906911671161652,0.2245476096868515,1.2026417955756188,3e-05,0.1,0.00015140086,-37.85679378509521,646.0
481280,235,138,-14.07418515,737.95,3478,,,,,,,,,,,,
483328,236,138,-14.994749600000002,741.89,3494,0.004541015625,2350,-4.46897714138031,-0.004433465984766372,0.9061985909938812,0.10436227172613144,0.3486091984435916,3e-05,0.1,0.00081165123,,
485376,237,138,-14.10696815,732.8,3510,0.0,2360,-4.436496067047119,-0.00044583336712094023,0.2676517367362976,16.905054092407227,33.3461404055357,3e-05,0.1,3.0720228e-05,,
487424,238,138,-14.86800308,732.11,3524,0.034765625,2370,-4.470325517654419,-0.007400679518468678,0.5767743289470673,-0.021852169185876846,0.19424299849197268,3e-05,0.1,0.0016758826,,
489472,239,138,-13.605515839999999,721.96,3542,0.0,2380,-4.455972224473953,-0.0007899381220340729,0.16478770971298218,2.1946098804473877,38.17351161837578,3e-05,0.1,5.2446267e-05,,
490000,,,,,,0.019189453125,2390,-4.4590673565864565,-0.005202786007430404,0.808622807264328,0.11078368872404099,0.4448559034615755,3e-05,0.1,0.0012312946,-8.009764528274536,542.0
491520,240,137,-15.038003119999999,726.49,3571,,,,,,,,,,,,
493568,241,137,-16.297866889999998,725.66,3590,0.0,2400,-4.408192980289459,-0.0003301340286270715,0.3113468885421753,18.68289566040039,33.60118860900402,3e-05,0.1,3.9409846e-05,,
495616,242,137,-16.658255729999997,724.13,3611,0.0,2410,-4.439032167196274,-0.0011923680925974623,0.28072482347488403,13.672706604003906,22.832324928045274,3e-05,0.1,0.00017472921,,
497664,243,136,-16.89335882,731.14,3632,0.0,2420,-4.43616823554039,-0.0008290325757116079,0.9517908506095409,0.2799503207206726,1.3752616055309772,3e-05,0.1,4.4418353e-05,,
499712,244,136,-16.822423219999997,733.57,3648,0.0,2430,-4.409321671724319,-0.0010160571662709117,0.9176564142107964,0.323371559381485,1.6379781305789947,3e-05,0.1,0.00014624611,,
500000,,,,,,0.0,2440,-4.460395359992981,-0.0009410909609869122,0.22653603553771973,49.940895080566406,40.52298313379288,3e-05,0.1,3.781679e-05,-7.851904106140137,533.6
501760,245,136,-16.43978986,736.55,3678,,,,,,,,,,,,
503808,246,136,-16.63191441,740.41,3698,0.001318359375,2450,-4.441652542352676,-0.00211221243662294,0.8799161314964294,0.3137452006340027,0.7475874356925487,3e-05,0.1,0.00044380137,,
505856,247,136,-15.01981471,729.7,3717,0.0,2460,-4.427140951156616,-0.00041461922228336334,0.7274614572525024,10.903016090393066,43.26258963942528,3e-05,0.1,3.6685873e-05,,
507904,248,135,-16.04861855,733.05,3737,0.006005859375,2470,-4.477410221099854,-0.0038127623076434245,0.902478538453579,0.40254825353622437,0.734436284378171,3e-05,0.1,0.00074718206,,
509952,249,135,-17.60419299,736.86,3752,0.0,2480,-4.426768958568573,-0.0007404297590255738,0.7787026911973953,13.775097846984863,38.677988581359386,3e-05,0.1,5.1011477e-05,,
510000,,,,,,0.0,2490,-4.411860579252243,-0.0003697754742461257,0.544419914484024,32.43315124511719,26.996330893039705,3e-05,0.1,1.849726e-05,-44.11187896132469,725.2
512000,250,135,-18.55278562,737.75,3785,,,,,,,,,,,,
514048,251,135,-18.63089287,734.29,3803,0.0,2500,-4.419708883762359,-0.0013177856686525046,0.9269098192453384,2.4687883853912354,8.759069029986858,3e-05,0.1,0.00021419255,,
516096,252,135,-18.36746981,733.45,3822,0.002099609375,2510,-4.421645951271057,-0.003101531317224726,0.9594994001090527,0.06503382325172424,0.5500935951247812,3e-05,0.1,0.00082197564,,
518144,253,134,-19.769216729999997,734.19,3843,0.00048828125,2520,-4.405854779481888,-0.0025993291899794714,0.901212640106678,0.1044238954782486,0.8588316375389695,3e-05,0.1,0.00043087947,,
520000,,,,,,0.0,2530,-4.382880771160126,-0.0005537749646464362,0.5056318640708923,33.28374099731445,41.62561735510826,3e-05,0.1,3.0090596e-05,-18.385238695144654,717.2
520192,254,134,-17.22672993,720.63,3875,,,,,,,,,,,,
522240,255,134,-19.10468202,733.7,3894,0.0,2540,-4.407799035310745,-0.0027676095691276715,0.9406723640859127,0.14777737855911255,0.6421380398795009,3e-05,0.1,0.00042175598,,
524288,256,133,-19.80048319,727.0,3913,0.0,2550,-4.367184180021286,-0.0001824071485316381,0.3862135410308838,23.904104232788086,63.75680947303772,3e-05,0.1,2.203649e-05,,
526336,257,133,-20.908506720000002,729.74,3933,4.8828125e-05,2560,-4.39609095454216,-0.0022582362755201755,0.9043166935443878,0.19954222440719604,1.4407985933125018,3e-05,0.1,0.00025120357,,
528384,258,133,-22.093571450000002,737.93,3953,0.0,2570,-4.372558397054672,-0.00036223400675226,0.5137439072132111,4.359102249145508,37.39040442705154,3e-05,0.1,1.604989e-05,,
530000,,,,,,0.0,2580,-4.416677302122116,-0.0014280460483860225,0.7072933912277222,11.760472297668457,36.546196611970664,3e-05,0.1,9.864787e-05,-3.4537561655044557,630.4
