time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,eval/mean_reward,eval/mean_ep_length
827,276480,135,1000.0,334,-100.0,-1.247202818095684,69.27713708430528,1340,0.0003,0.2,170.71624755859375,0.009306373,-0.003995213842426892,0.10205078125,0.21100729703903198,,
829,278528,136,1000.0,335,-100.0,-1.384200419485569,80.65422983691096,1350,0.0003,0.2,30.912023544311523,0.008474017,-0.003978933150938247,0.13779296875,0.6038240790367126,,
,280000,,,,,-1.3747705474495888,89.10588470939547,1360,0.0003,0.2,58.065250396728516,0.004833067,-0.001416796255216468,0.0431640625,0.5735730528831482,-100.0,1000.0
837,280576,137,1000.0,335,-100.0,,,,,,,,,,,,
839,282624,138,1000.0,336,-100.0,-1.4592556189745665,36.64947857679799,1370,0.0003,0.2,20.70538330078125,0.010015203,-0.0006321085937088355,0.06708984375,0.24932760000228882,,
842,284672,139,1000.0,337,-100.0,-1.395233691483736,88.05928876325488,1380,0.0003,0.2,8.03576374053955,0.014032052,-0.005527823654847453,0.131640625,0.5907872915267944,,
844,286720,140,1000.0,339,-100.0,-1.3655105698853731,91.75645924806595,1390,0.0003,0.2,3.973581075668335,0.0068676737,-0.003459302689589094,0.064111328125,0.8138697743415833,,
847,288768,141,1000.0,340,-100.0,-1.3339419994503259,87.2786599367857,1400,0.0003,0.2,78.75081634521484,0.00506824,-0.001517331672948785,0.077685546875,0.6060763597488403,,
,290000,,,,,-1.3734967898577453,89.3751162301749,1410,0.0003,0.2,27.204973220825195,0.004216875,-0.0021324308501789345,0.030126953125,0.5681959390640259,-100.0,1000.0
855,290816,142,1000.0,340,-100.0,,,,,,,,,,,,
857,292864,143,1000.0,341,-100.0,-1.425942774489522,76.59120299220085,1420,0.0003,0.2,7.785067081451416,0.008647512,-0.006487344598281197,0.118994140625,0.6317165493965149,,
860,294912,144,1000.0,342,-100.0,-1.5732241429388523,80.06638304628432,1430,0.0003,0.2,48.462833404541016,0.027754031,-0.0016197306336835026,0.1900390625,0.33256983757019043,,
862,296960,145,1000.0,344,-100.0,-1.613349201902747,84.6922245040536,1440,0.0003,0.2,52.11195373535156,0.010017694,-0.001428460563874978,0.130419921875,0.5645538568496704,,
864,299008,146,1000.0,345,-100.0,-1.6335920300334692,77.23909827023745,1450,0.0003,0.2,34.52413558959961,0.0063252496,-0.0022628402672125957,0.0267578125,0.532612144947052,,
,300000,,,,,-1.5195978190749884,106.59008645266294,1460,0.0003,0.2,27.416969299316406,0.020360978,-0.006463036911736708,0.23310546875,0.3065441846847534,-100.0,1000.0
872,301056,147,1000.0,345,-100.0,,,,,,,,,,,,
874,303104,148,1000.0,346,-100.0,-1.4009323205798865,88.9787045782432,1470,0.0003,0.2,13.435059547424316,0.009427564,-0.001563772588269785,0.148193359375,0.6239535212516785,,
877,305152,149,1000.0,347,-100.0,-1.4716022063046694,84.9827415582724,1480,0.0003,0.2,70.70674133300781,0.0042777318,-0.0010715266267652622,0.11455078125,0.014443397521972656,,
879,307200,150,1000.0,349,-100.0,-1.561992287263274,82.24315642081201,1490,0.0003,0.2,9.043852806091309,0.007949224,-0.004315042365487898,0.0501953125,0.573768138885498,,
882,309248,151,1000.0,350,-100.0,-1.5678784564137458,92.61396248321981,1500,0.0003,0.2,7.364067554473877,0.006688266,-0.005300880451977718,0.09736328125,0.7518784403800964,,
,310000,,,,,-1.6325787760317325,87.18214881792665,1510,0.0003,0.2,33.1883430480957,0.014105178,-0.0026621268363669513,0.057861328125,0.3291269540786743,-100.0,1000.0
890,311296,152,1000.0,349,-100.0,,,,,,,,,,,,
892,313344,153,1000.0,351,-100.0,-1.6258350130170585,84.42978914640844,1520,0.0003,0.2,65.45748138427734,0.018502211,-0.004030717500427272,0.19365234375,0.04495662450790405,,
895,315392,154,1000.0,352,-100.0,-1.6090582605451345,89.81605792418122,1530,0.0003,0.2,222.55697631835938,0.012528947,-0.0016978496190859006,0.1291015625,0.3668484091758728,,
897,317440,155,1000.0,353,-100.0,-1.576190546900034,83.8595960341394,1540,0.0003,0.2,30.194866180419922,0.01618045,-0.0030351630033692346,0.099609375,0.07143968343734741,,
900,319488,156,1000.0,354,-100.0,-1.5136827629059553,85.12262465655803,1550,0.0003,0.2,1.4832643270492554,0.010843417,-0.007044001972826663,0.1650390625,0.050862252712249756,,
,320000,,,,,-1.5077428646385669,81.50320362597704,1560,0.0003,0.2,19.406692504882812,0.0079467185,-0.00400673710682895,0.041650390625,0.7009272575378418,-100.0,1000.0
907,321536,157,1000.0,354,-100.0,,,,,,,,,,,,
910,323584,158,1000.0,355,-100.0,-1.50212971419096,69.44875210355967,1570,0.0003,0.2,50.41196823120117,0.0026838533,-0.000999342709837947,0.010009765625,0.38078612089157104,,
912,325632,159,1000.0,356,-100.0,-1.5141967248171568,96.7061027623713,1580,0.0003,0.2,34.70063018798828,0.0031383282,-0.0022202720945642797,0.019482421875,0.7735323905944824,,
915,327680,160,1000.0,357,-100.0,-1.533555255457759,87.50399640873074,1590,0.0003,0.2,52.7992057800293,0.003592709,-0.0020421766654180828,0.05302734375,0.6034733057022095,,
917,329728,161,1000.0,359,-100.0,-1.4915080923587083,85.63690497130156,1600,0.0003,0.2,51.68497085571289,0.0069850506,-0.0013059908582363279,0.035986328125,0.4369862675666809,,
,330000,,,,,-1.4743986632674932,85.63538237214088,1610,0.0003,0.2,27.62449836730957,0.010372527,-0.003311184136691736,0.1162109375,0.45138925313949585,-100.0,1000.0
925,331776,162,1000.0,358,-100.0,,,,,,,,,,,,
928,333824,163,1000.0,359,-100.0,-1.4116414114832878,83.44493295550346,1620,0.0003,0.2,99.5465316772461,0.008036095,-0.0038401710233301857,0.06865234375,0.25538790225982666,,
930,335872,164,1000.0,360,-100.0,-1.3467678647488355,81.50447551682592,1630,0.0003,0.2,40.34919357299805,0.0063301176,-0.0022810920749179787,0.092724609375,0.2960546612739563,,
933,337920,165,1000.0,362,-100.0,-1.2845712289214135,81.4965217910707,1640,0.0003,0.2,52.98387908935547,0.0072290804,-0.0038754233348299747,0.143115234375,0.353063702583313,,
935,339968,166,1000.0,363,-100.0,-1.1890609201043845,82.12056514918804,1650,0.0003,0.2,26.62929916381836,0.0044377344,-0.004147129257034976,0.03896484375,0.3001393675804138,,
,340000,,,,,-1.1395003966987134,74.84876093603671,1660,0.0003,0.2,14.403848648071289,0.003935853,-0.002136583261017222,0.0296875,0.1564585566520691,-100.0,1000.0
943,342016,167,1000.0,362,-100.0,,,,,,,,,,,,
945,344064,168,1000.0,363,-100.0,-1.1114212475717067,110.54230367839337,1670,0.0003,0.2,24.05113410949707,0.005688193,-0.003339351756585529,0.026220703125,0.013699710369110107,,
947,346112,169,1000.0,365,-100.0,-1.1223852582275868,85.09334909636527,1680,0.0003,0.2,198.77976989746094,0.0049117925,-0.002566483944974607,0.04150390625,0.045320093631744385,,
950,348160,170,1000.0,366,-100.0,-1.1569109071046113,89.04817491061985,1690,0.0003,0.2,52.170501708984375,0.008360626,-0.0036595360390492713,0.074755859375,0.29167354106903076,,
,350000,,,,,-1.2563181534409522,88.71736017540097,1700,0.0003,0.2,18.674715042114258,0.0072399527,-0.004810138145694509,0.07431640625,0.49138277769088745,-100.0,1000.0
957,350208,171,1000.0,365,-100.0,,,,,,,,,,,,
960,352256,172,1000.0,366,-100.0,-1.3197442907840014,76.1089389540255,1710,0.0003,0.2,69.45893096923828,0.0058785398,-0.003899504019864253,0.056884765625,0.6669567823410034,,
962,354304,173,1000.0,368,-100.0,-1.366968034207821,87.46662603728473,1720,0.0003,0.2,10.711261749267578,0.008218896,-0.005400096805533394,0.167236328125,0.05408519506454468,,
965,356352,174,1000.0,369,-100.0,-1.3528486553579568,86.95558193288744,1730,0.0003,0.2,85.06012725830078,0.005444411,-0.0006360458748531528,0.058837890625,0.43564826250076294,,
967,358400,175,1000.0,370,-100.0,-1.4559094000607729,84.05909851752222,1740,0.0003,0.2,63.55617141723633,0.0054783584,-0.0014757877041120082,0.05986328125,0.12611550092697144,,
,360000,,,,,-1.3951101433485746,85.25666457638144,1750,0.0003,0.2,2.15930438041687,0.0044223783,-0.001833898497716291,0.035302734375,0.16103315353393555,-100.0,1000.0
975,360448,176,1000.0,369,-100.0,,,,,,,,,,,,
977,362496,177,1000.0,370,-100.0,-1.4291896425187587,95.35542594641447,1760,0.0003,0.2,134.13601684570312,0.010599092,-0.0021299360079865435,0.031982421875,0.8223556280136108,,
980,364544,178,1000.0,371,-100.0,-1.3634559243917466,86.66305372975766,1770,0.0003,0.2,72.70728302001953,0.012185544,-0.005743883972900221,0.1482421875,0.38050705194473267,,
982,366592,179,1000.0,373,-100.0,-1.2938221290707588,85.32586784362793,1780,0.0003,0.2,12.038853645324707,0.01279357,-0.006598692401894368,0.1123046875,0.21446073055267334,,
985,368640,180,1000.0,374,-100.0,-1.3166984755545854,86.93400625102223,1790,0.0003,0.2,14.86089038848877,0.0031700933,-0.0006446522020269185,0.07587890625,0.1212320327758789,,
,370000,,,,,-1.3127746284008026,84.75321750789881,1800,0.0003,0.2,10.638774871826172,0.0030335519,-0.0013441974166198633,0.0291015625,0.22982323169708252,-100.0,1000.0
992,370688,181,1000.0,373,-100.0,,,,,,,,,,,,
995,372736,182,1000.0,374,-100.0,-1.3075536828488112,64.79147822670639,1810,0.0003,0.2,1.8755303621292114,0.0028143073,-0.0005042755110480357,0.034765625,0.2839670181274414,,
997,374784,183,1000.0,375,-100.0,-1.317055094242096,77.51435511298477,1820,0.0003,0.2,6.455749988555908,0.0060814437,-0.003975208116753492,0.03173828125,0.6152843832969666,,
1000,376832,184,1000.0,376,-100.0,-1.3644351616501809,88.53929658308626,1830,0.0003,0.2,111.31820678710938,0.002917714,-0.00274291467940202,0.042529296875,0.34326404333114624,,
1002,378880,185,1000.0,377,-100.0,-1.3750701673328876,90.48302328884601,1840,0.0003,0.2,51.48163986206055,0.0038108265,-0.0024594294161943255,0.03056640625,0.644131064414978,,
,380000,,,,,-1.4169439472258092,85.01689425855875,1850,0.0003,0.2,4.289461135864258,0.007314925,-0.0035900407689041457,0.083056640625,0.6119247674942017,-100.0,1000.0
1010,380928,186,1000.0,376,-100.0,,,,,,,,,,,,
1012,382976,187,1000.0,378,-100.0,-1.4010035209357738,78.81977272816002,1860,0.0003,0.2,59.9338264465332,0.008655215,0.000683661998482421,0.052685546875,0.0017150044441223145,,
1015,385024,188,1000.0,379,-100.0,-1.3247396286576987,72.12351243700832,1870,0.0003,0.2,83.7486343383789,0.005912978,-0.0031490749461227097,0.0705078125,0.32835817337036133,,
1237,387072,189,1000.0,312,-100.0,-1.2748483084142208,124.22062925025821,1880,0.0003,0.2,51.990455627441406,0.008976649,-0.005075713105907198,0.09521484375,-0.10350143909454346,,
1240,389120,190,1000.0,313,-100.0,-1.2561948515474797,89.67358642034233,1890,0.0003,0.2,73.7278060913086,0.0063737086,-0.0030741178881726226,0.098828125,0.012211382389068604,,
,390000,,,,,-1.42808875516057,82.0411848962307,1900,0.0003,0.2,64.47046661376953,0.0061456366,-0.0022867559295264074,0.089990234375,0.057551026344299316,-100.0,1000.0
1248,391168,191,1000.0,313,-100.0,,,,,,,,,,,,
1250,393216,192,1000.0,314,-100.0,-1.3350825399160384,90.46095297858119,1910,0.0003,0.2,34.28580093383789,0.008844305,-0.005747014479129575,0.1033203125,0.19080930948257446,,
1253,395264,193,1000.0,315,-100.0,-1.4058899484574794,87.92060225084424,1920,0.0003,0.2,5.400918483734131,0.00789592,-0.003894745555589907,0.111474609375,0.1979750394821167,,
1255,397312,194,1000.0,316,-100.0,-1.406755045801401,86.7760326763615,1930,0.0003,0.2,18.984468460083008,0.0036779738,0.001916345296194777,0.097314453125,0.02992326021194458,,
1258,399360,195,1000.0,317,-100.0,-1.3930749252438546,86.79626814406365,1940,0.0003,0.2,22.77457046508789,0.00933566,-0.0033482087848824447,0.095849609375,0.07571494579315186,,
,400000,,,,,-1.4015300810337066,85.81583670908586,1950,0.0003,0.2,83.25547790527344,0.02931325,-0.0009797115708352067,0.16005859375,0.0008460879325866699,-100.0,1000.0
1265,401408,196,1000.0,317,-100.0,,,,,,,,,,,,
1268,403456,197,1000.0,318,-100.0,-1.4157676871865987,85.26228785812854,1960,0.0003,0.2,73.08858489990234,0.011730579,-0.0016630934056593104,0.090625,0.1922287940979004,,
1270,405504,198,1000.0,319,-100.0,-1.3843204032629728,85.97846361063421,1970,0.0003,0.2,3.061229944229126,0.013444543,-0.005299499625107273,0.11279296875,0.12863844633102417,,
1273,407552,199,1000.0,320,-100.0,-1.3940270408987998,83.84781893528998,1980,0.0003,0.2,112.59935760498047,0.004867549,-0.0002015160018345341,0.043798828125,0.14376211166381836,,
1275,409600,200,1000.0,321,-100.0,-1.3590094272047282,83.38631919957697,1990,0.0003,0.2,49.336421966552734,0.006794789,-0.0009701010785647668,0.136669921875,-8.463859558105469e-05,,
,410000,,,,,-1.3910357791930437,82.8745642401278,2000,0.0003,0.2,61.049808502197266,0.006552842,-0.001477658050134778,0.07509765625,0.18236809968948364,-100.0,1000.0
1283,411648,201,1000.0,320,-100.0,,,,,,,,,,,,
1286,413696,202,1000.0,321,-100.0,-1.4461669456213713,83.32277947068215,2010,0.0003,0.2,79.47962188720703,0.00751689,-0.004130753713252488,0.095068359375,0.008798778057098389,,
1288,415744,203,1000.0,322,-100.0,-1.459401748329401,82.87549935281277,2020,0.0003,0.2,54.68288803100586,0.019217096,-0.0012060823006322607,0.14443359375,-0.011145830154418945,,
1291,417792,204,1000.0,323,-100.0,-1.421098679676652,78.14309904873372,2030,0.0003,0.2,46.54129409790039,0.007160721,-0.0037486303961486557,0.058154296875,0.05089461803436279,,
1293,419840,205,1000.0,324,-100.0,-1.442287328466773,81.34707216918468,2040,0.0003,0.2,55.15971755981445,0.0071494384,-0.0013192507234634832,0.04560546875,0.12046158313751221,,
,420000,,,,,-1.4580853275954724,80.27905188314617,2050,0.0003,0.2,89.84297180175781,0.006720432,-0.004410814133007079,0.093017578125,0.3340739607810974,-100.0,1000.0
1301,421888,206,1000.0,324,-100.0,,,,,,,,,,,,
1303,423936,207,1000.0,325,-100.0,-1.534652230888605,78.92463398352265,2060,0.0003,0.2,31.581892013549805,0.008191364,-0.004151067532075103,0.074853515625,0.010056376457214355,,
1306,425984,208,1000.0,326,-100.0,-1.548460777103901,78.1793673645705,2070,0.0003,0.2,102.71365356445312,0.0062413444,-0.0031270595703972504,0.047265625,-0.007584095001220703,,
1308,428032,209,1000.0,327,-100.0,-1.5774373464286326,68.87238483391702,2080,0.0003,0.2,5.98891019821167,0.010097421,-0.003075048335813335,0.10126953125,0.11822724342346191,,
,430000,,,,,-1.6344385150820018,115.26463311016559,2090,0.0003,0.2,38.527320861816406,0.006347295,-0.003515095969487447,0.0947265625,-0.021756768226623535,-100.0,1000.0
1316,430080,210,1000.0,326,-100.0,,,,,,,,,,,,
1318,432128,211,1000.0,327,-100.0,-1.6170890286564827,85.90997416060418,2100,0.0003,0.2,1.4858969449996948,0.013550051,-0.006638438855588902,0.1576171875,0.04612356424331665,,
1321,434176,212,1000.0,328,-100.0,-1.6477932889014482,89.37046843394637,2110,0.0003,0.2,26.490406036376953,0.008819297,-0.0027510312203958163,0.066943359375,0.6030511856079102,,
1323,436224,213,1000.0,329,-100.0,-1.6702242583036422,85.55244290856645,2120,0.0003,0.2,23.7596435546875,0.0063174125,0.0009653130895458162,0.114453125,0.000632166862487793,,
1326,438272,214,1000.0,330,-100.0,-1.5801907114684581,85.006762003107,2130,0.0003,0.2,9.187556266784668,0.0041181836,-7.626733859069645e-05,0.066796875,0.0028198957443237305,,
,440000,,,,,-1.6405870590358973,81.59670717492699,2140,0.0003,0.2,46.76031494140625,0.004139943,-0.0016160708175448236,0.01494140625,0.35658061504364014,-100.0,1000.0
1333,440320,215,1000.0,330,-100.0,,,,,,,,,,,,
1336,442368,216,1000.0,331,-100.0,-1.641765398532152,84.51850770376623,2150,0.0003,0.2,2.1060526371002197,0.011544421,-0.0034519822147558443,0.091259765625,0.014139533042907715,,
1338,444416,217,1000.0,331,-100.0,-1.6335305396467448,86.46113028898836,2160,0.0003,0.2,3.200054407119751,0.012167787,-0.004221024948492413,0.06640625,0.2432647943496704,,
1341,446464,218,1000.0,332,-100.0,-1.6525280199944974,85.28153046928347,2170,0.0003,0.2,96.41155242919922,0.011350835,-0.0020539109649689636,0.114990234375,0.10253220796585083,,
1343,448512,219,1000.0,333,-100.0,-1.6262283187359572,77.10732670500875,2180,0.0003,0.2,5.0860772132873535,0.01656093,-0.008279697416583076,0.12177734375,0.17490309476852417,,
,450000,,,,,-1.5946662977337838,80.73213703799993,2190,0.0003,0.2,4.43467378616333,0.010205409,-0.0027275615037069658,0.029443359375,0.30304306745529175,-100.0,1000.0
1351,450560,220,1000.0,333,-100.0,,,,,,,,,,,,
1353,452608,221,1000.0,334,-100.0,-1.5958767972886563,82.15551826879383,2200,0.0003,0.2,3.5788631439208984,0.013882449,-0.0015458313777344302,0.192529296875,-0.017181992530822754,,
1356,454656,222,1000.0,335,-100.0,-1.523198476433754,82.12365342751146,2210,0.0003,0.2,6.542875289916992,0.010680871,0.00020296118600526825,0.04990234375,-0.0006917715072631836,,
1358,456704,223,1000.0,336,-100.0,-1.5867668688297272,81.95502855218948,2220,0.0003,0.2,2.5359749794006348,0.010544655,-0.0034320266742724924,0.13603515625,0.02544581890106201,,
1361,458752,224,1000.0,336,-100.0,-1.634618652239442,80.91157841719686,2230,0.0003,0.2,26.863813400268555,0.004755156,-0.000519683471065946,0.059765625,-0.03634190559387207,,
,460000,,,,,-1.509724374487996,81.18977709449828,2240,0.0003,0.2,113.3961410522461,0.0068380316,-0.002487841607944574,0.058251953125,-0.017510056495666504,-100.0,1000.0
1368,460800,225,1000.0,336,-100.0,,,,,,,,,,,,
1371,462848,226,1000.0,337,-100.0,-1.5362314630299807,80.89401560313999,2250,0.0003,0.2,27.440799713134766,0.0075788125,-0.0007118536028428935,0.026318359375,0.018471598625183105,,
1373,464896,227,1000.0,338,-100.0,-1.5214245315641164,81.4285045709461,2260,0.0003,0.2,6.826416015625,0.006562135,-0.003255468029237818,0.09384765625,-0.010304093360900879,,
1376,466944,228,1000.0,339,-100.0,-1.6043825801461935,79.95258463583886,2270,0.0003,0.2,35.6880989074707,0.008617622,-0.0017171761690406128,0.0521484375,-0.04019427299499512,,
1378,468992,229,1000.0,340,-100.0,-1.5632327944040298,77.3691176045686,2280,0.0003,0.2,39.927669525146484,0.0076422403,-0.003947636220982531,0.042822265625,-0.06518435478210449,,
,470000,,,,,-1.5050519585609436,74.39298113174736,2290,0.0003,0.2,0.894347071647644,0.00533822,-0.0015574642820865847,0.03154296875,0.11407673358917236,-100.0,1000.0
1386,471040,230,1000.0,339,-100.0,,,,,,,,,,,,
1389,473088,231,1000.0,340,-100.0,-1.5347529757767915,109.54730117321014,2300,0.0003,0.2,4.612147808074951,0.0069432855,-0.003688584761403035,0.108544921875,-0.017724156379699707,,
1391,475136,232,1000.0,341,-100.0,-1.582939861342311,84.61629517823458,2310,0.0003,0.2,72.92363739013672,0.010158639,-0.0033700498548569157,0.091748046875,0.01015615463256836,,
1394,477184,233,1000.0,342,-100.0,-1.604785767942667,85.37916653696448,2320,0.0003,0.2,116.19061279296875,0.008679412,-0.004458434924890753,0.230517578125,-0.001922011375427246,,
1396,479232,234,1000.0,343,-100.0,-1.6519851468503475,84.95609790049494,2330,0.0003,0.2,43.254207611083984,0.009829723,-0.0078157349533285,0.208740234375,0.00755155086517334,,
,480000,,,,,-1.6868299771100284,83.95003200769425,2340,0.0003,0.2,49.55167007446289,0.009537676,-0.002857125972514041,0.061474609375,0.2041972279548645,-100.0,1000.0
1404,481280,235,1000.0,342,-100.0,,,,,,,,,,,,
1406,483328,236,1000.0,343,-100.0,-1.6615058451890945,86.30002347975969,2350,0.0003,0.2,3.8914146423339844,0.013362717,-0.002330737825104734,0.096533203125,0.25318437814712524,,
1409,485376,237,1000.0,344,-100.0,-1.630413904041052,84.2984866552055,2360,0.0003,0.2,123.1659164428711,0.018212374,-0.002384575118776411,0.13330078125,0.0011827349662780762,,
1411,487424,238,1000.0,345,-100.0,-1.5661125775426625,84.004912706092,2370,0.0003,0.2,37.96175765991211,0.012081812,-0.0016515076240466442,0.0568359375,0.019229352474212646,,
1413,489472,239,1000.0,346,-100.0,-1.5160434730350971,79.3149477303028,2380,0.0003,0.2,6.060664653778076,0.00538362,-0.00382773486780934,0.042333984375,0.38852059841156006,,
,490000,,,,,-1.4621202167123557,83.69421054050326,2390,0.0003,0.2,56.173770904541016,0.012376882,-0.0018652971135452389,0.069775390625,0.0228118896484375,-100.0,1000.0
1421,491520,240,1000.0,345,-100.0,,,,,,,,,,,,
1424,493568,241,1000.0,346,-100.0,-1.346231546252966,82.6398197568953,2400,0.0003,0.2,62.34183883666992,0.014183334,-0.002665069157956168,0.086328125,-0.004548549652099609,,
1426,495616,242,1000.0,347,-100.0,-1.2514293663203717,83.50742023587227,2410,0.0003,0.2,12.216935157775879,0.0062392973,-0.0026155630497669336,0.05400390625,0.23382872343063354,,
1429,497664,243,1000.0,348,-100.0,-1.2054486263543367,84.77707378454507,2420,0.0003,0.2,18.13050079345703,0.0070283907,-0.0027150842346600258,0.07705078125,0.24563711881637573,,
1431,499712,244,1000.0,349,-100.0,-1.29829235188663,80.59644877128304,2430,0.0003,0.2,94.27902221679688,0.0031912047,-0.0016192583338124678,0.038134765625,0.007794320583343506,,
,500000,,,,,-1.1325108531862498,82.52006329372526,2440,0.0003,0.2,67.93206787109375,0.007762351,-0.0014118793347734026,0.121875,-0.01085662841796875,-100.0,1000.0
2351,501760,245,1000.0,213,-100.0,,,,,,,,,,,,
2354,503808,246,1000.0,214,-100.0,-1.2873775847256184,81.81130430847406,2450,0.0003,0.2,59.714359283447266,0.008316492,-0.004421509525855072,0.154443359375,0.01185309886932373,,
2374,505856,247,1000.0,213,-100.0,-1.170748407021165,80.56488787382841,2460,0.0003,0.2,2.564234733581543,0.010357133,-0.002984764891152736,0.15859375,-0.06787395477294922,,
2377,507904,248,1000.0,213,-100.0,-1.1160361824557186,84.9369960129261,2470,0.0003,0.2,5.617171287536621,0.01611863,0.00048766780382720755,0.106591796875,0.006513833999633789,,
2379,509952,249,1000.0,214,-100.0,-1.0310800664126873,77.81492208726704,2480,0.0003,0.2,22.670825958251953,0.003475989,-0.0023663984560698737,0.042431640625,0.03128862380981445,,
,510000,,,,,-1.0010930499061943,79.8290273476392,2490,0.0003,0.2,56.573280334472656,0.0030662362,-0.0005169880008907057,0.029541015625,-0.05871117115020752,-100.0,1000.0
2387,512000,250,1000.0,214,-100.0,,,,,,,,,,,,
2389,514048,251,1000.0,215,-100.0,-0.9390148129314184,120.03631906956434,2500,0.0003,0.2,61.677772521972656,0.0016779724,-0.0014081842033192515,0.0,0.027959167957305908,,
2391,516096,252,1000.0,215,-100.0,-0.9526377392932772,87.85512247625738,2510,0.0003,0.2,63.854400634765625,0.0014424595,-0.0016430766336270608,0.02666015625,0.06372976303100586,,
2394,518144,253,1000.0,216,-100.0,-1.060774884186685,86.46814429983496,2520,0.0003,0.2,73.82588195800781,0.014315622,-0.0019120185257634147,0.0865234375,0.03975474834442139,,
,520000,,,,,-1.1202016271650792,86.04484660699964,2530,0.0003,0.2,3.868129014968872,0.0050362297,-0.0018587009501061403,0.015185546875,0.016823887825012207,-100.0,1000.0
2401,520192,254,1000.0,216,-100.0,,,,,,,,,,,,
2404,522240,255,1000.0,217,-100.0,-1.1642658796161414,86.9997903097421,2540,0.0003,0.2,103.86225128173828,0.0059751226,-0.0007734897182672285,0.03818359375,0.3411383628845215,,
2406,524288,256,1000.0,217,-100.0,-1.238802095875144,85.3063904915005,2550,0.0003,0.2,79.33750915527344,0.0050502415,-0.0008272889172076248,0.049755859375,0.2036154866218567,,
2409,526336,257,1000.0,218,-100.0,-1.2869866635650395,84.99685948416591,2560,0.0003,0.2,4.554527282714844,0.00818198,-9.180234264931642e-05,0.08095703125,0.010973095893859863,,
2411,528384,258,1000.0,219,-100.0,-1.2641940720379352,86.06047786623239,2570,0.0003,0.2,79.74297332763672,0.008625427,-0.003962881634652149,0.059716796875,0.17524850368499756,,
,530000,,,,,-1.1829540707170962,84.18839607927949,2580,0.0003,0.2,124.40818786621094,0.008655388,0.0011298394412733615,0.1423828125,-0.0001825094223022461,-100.0,1000.0
2419,530432,259,1000.0,219,-100.0,,,,,,,,,,,,
2421,532480,260,1000.0,219,-100.0,-1.21659114100039,83.6180073518306,2590,0.0003,0.2,9.626287460327148,0.0050537796,-0.0018469475340680218,0.05859375,-0.006774425506591797,,
2423,534528,261,1000.0,220,-100.0,-1.2004040013998747,83.50650444813073,2600,0.0003,0.2,28.982900619506836,0.0017116296,-0.0007858409357140772,0.015234375,0.005840003490447998,,
2426,536576,262,1000.0,221,-100.0,-1.2191012613475323,82.92528006508947,2610,0.0003,0.2,13.712523460388184,0.0068652714,-0.005375164942233823,0.095361328125,-0.008301854133605957,,
2428,538624,263,1000.0,221,-100.0,-1.3522419810295105,83.25531052276492,2620,0.0003,0.2,103.29950714111328,0.008713347,-0.004353345322306268,0.11455078125,0.014261007308959961,,
,540000,,,,,-1.453511031344533,82.92555750384926,2630,0.0003,0.2,70.9840087890625,0.032266185,-0.0030015835698577577,0.11484375,-0.002608180046081543,-100.0,1000.0
2436,540672,264,1000.0,221,-100.0,,,,,,,,,,,,
2438,542720,265,1000.0,222,-100.0,-1.6384069576859475,83.94506638012827,2640,0.0003,0.2,31.00771141052246,0.017308827,-0.005570479601738043,0.22529296875,0.004760086536407471,,
2441,544768,266,1000.0,223,-100.0,-1.7000286024063826,82.69622853547335,2650,0.0003,0.2,33.47283172607422,0.006130025,-0.0008259041904238984,0.02568359375,0.023153841495513916,,
2443,546816,267,1000.0,223,-100.0,-1.6987299960106612,81.13578073438256,2660,0.0003,0.2,4.168262004852295,0.0016622571,-0.0008726252810447477,0.005615234375,0.012230157852172852,,
2446,548864,268,1000.0,224,-100.0,-1.707123651728034,80.8593324471265,2670,0.0003,0.2,1.899278163909912,0.013356371,-0.007301366505998885,0.115869140625,-0.05177032947540283,,
,550000,,,,,-1.739330843091011,82.64794309660792,2680,0.0003,0.2,149.93392944335938,0.0136568025,-0.0038405857631005347,0.215478515625,-0.012822508811950684,-100.0,1000.0
2453,550912,269,1000.0,224,-100.0,,,,,,,,,,,,
2456,552960,270,1000.0,225,-100.0,-1.730993949994445,81.17278948836028,2690,0.0003,0.2,2.130615472793579,0.012843606,-0.004480707155016717,0.05078125,0.0415501594543457,,
2458,555008,271,1000.0,225,-100.0,-1.7384746700525284,78.87942215465009,2700,0.0003,0.2,24.26569938659668,0.015925257,-0.002364752538414905,0.101025390625,-0.09175634384155273,,
2461,557056,272,1000.0,226,-100.0,-1.8010470058768988,123.4642381887883,2710,0.0003,0.2,37.12392807006836,0.007239625,-0.0016468748872284777,0.05595703125,0.00067901611328125,,
2463,559104,273,1000.0,226,-100.0,-1.7835853278636933,42.70277989879251,2720,0.0003,0.2,2.946438789367676,0.00397404,-0.0034477454086299987,0.00400390625,0.30153465270996094,,
,560000,,,,,-1.792683308571577,89.47347580660134,2730,0.0003,0.2,45.943931579589844,0.0046118516,-0.0002517739500035532,0.020849609375,0.17824840545654297,-100.0,1000.0
2471,561152,274,1000.0,227,-100.0,,,,,,,,,,,,
2473,563200,275,1000.0,227,-100.0,-1.7520029217004776,91.25081512127072,2740,0.0003,0.2,95.16947937011719,0.010022593,-0.004732304783829022,0.055517578125,0.6122221350669861,,
