time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction,train/explained_variance,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
2896,-2.71382432,130,266240,68.5,91,-0.008234490618633572,0.0003,0.2,-1.0050566060468555,0.6150312423706055,1290,0.1068359375,0.7477154731750488,0.010804968,2.38765533156693,,
2899,-4.136238970000001,131,268288,67.71,92,-0.006092668289420544,0.0003,0.2,-1.0170346785336732,0.5256925225257874,1300,0.078955078125,0.831531822681427,0.0075134016,1.8112926886416971,,
,,,270000,,,-0.008588902732299175,0.0003,0.2,-1.000919766537845,0.48800501227378845,1310,0.083056640625,0.7353155016899109,0.009907221,2.106784987449646,-3.8299012660980223,64.2
2903,-4.48894196,132,270336,67.87,93,,,,,,,,,,,,
2906,-5.89342029,133,272384,68.5,93,-0.006079564023821149,0.0003,0.2,-1.0082544960081576,1.8954112529754639,1320,0.09873046875,0.788476288318634,0.008763036,3.1390023555606605,,
2909,-5.36457233,134,274432,68.41,94,-0.006455305795680033,0.0003,0.2,-1.020622119307518,0.9053802490234375,1330,0.071728515625,0.8011478781700134,0.008721324,2.8170210305601358,,
2912,-4.07406835,135,276480,68.02,94,-0.00557233014551457,0.0003,0.2,-1.0363281846046448,0.8444315791130066,1340,0.088671875,0.7259433269500732,0.011498699,3.3495564671233296,,
2915,-2.79963335,136,278528,66.78,95,-0.005445748387137428,0.0003,0.2,-1.0383368713781238,0.5537095069885254,1350,0.090283203125,0.8468006253242493,0.014000281,2.2278194669634104,,
,,,280000,,,-0.006751658593566389,0.0003,0.2,-1.0238125232979656,1.2365022897720337,1360,0.081689453125,0.7446584701538086,0.010382834,3.3697324484586715,-1.9483177065849304,67.2
2919,-2.98317112,137,280576,67.12,96,,,,,,,,,,,,
2922,-3.5327502199999996,138,282624,67.42,96,-0.00713496635435149,0.0003,0.2,-1.01484778765589,0.559231698513031,1370,0.099267578125,0.8447291851043701,0.010390689,2.6123477330431344,,
2925,-3.8211744999999997,139,284672,67.72,97,-0.006435486332338769,0.0003,0.2,-1.043282758258283,0.6009680032730103,1380,0.10517578125,0.7704979181289673,0.0114606805,2.693392005749047,,
2928,-2.7187943399999996,140,286720,66.94,97,-0.006382099144684616,0.0003,0.2,-1.05342369209975,0.9451724886894226,1390,0.06796875,0.7641765475273132,0.00777733,3.5712728805840017,,
2931,-1.9040914599999998,141,288768,66.21,98,-0.005456984884222038,0.0003,0.2,-1.034207441098988,0.6296302080154419,1400,0.0927734375,0.8312907218933105,0.007908254,1.8769067285582424,,
,,,290000,,,-0.004455881239118753,0.0003,0.2,-1.0281829660758377,0.5479518175125122,1410,0.10546875,0.7627765536308289,0.009348944,1.7673066020011903,0.08922100067138672,69.6
2935,-1.3509254800000001,142,290816,66.94,99,,,,,,,,,,,,
2938,-1.78721126,143,292864,67.45,99,-0.005098532846750459,0.0003,0.2,-0.9986489893868565,0.3375757038593292,1420,0.0978515625,0.7666468620300293,0.01326634,1.641320832632482,,
2942,-1.9305583999999998,144,294912,67.51,100,-0.007983069427427835,0.0003,0.2,-0.9845142714679241,0.9324872493743896,1430,0.084326171875,0.6779475212097168,0.009947091,2.6088681127876043,,
2945,-1.47200347,145,296960,66.15,100,-0.008029016352520558,0.0003,0.2,-0.9955968864262104,0.4147847890853882,1440,0.08740234375,0.7930499315261841,0.012144119,2.5120416052639483,,
2948,-2.6227372200000003,146,299008,66.87,101,-0.008637665859714616,0.0003,0.2,-0.9737160002812744,1.1214545965194702,1450,0.094091796875,0.8084864020347595,0.009518921,2.65050615221262,,
,,,300000,,,-0.007456949267361779,0.0003,0.2,-0.9633491646498442,0.4924595355987549,1460,0.109912109375,0.7869541049003601,0.00960604,1.8537735739722847,0.2950486056506634,67.8
2952,-1.6635045200000005,147,301056,66.37,101,,,,,,,,,,,,
2955,-2.5284986500000004,148,303104,66.76,102,-0.010619154151936528,0.0003,0.2,-1.0103571763262154,0.701543390750885,1470,0.128857421875,0.8198578357696533,0.012048067,1.9725625349208713,,
2958,-2.13049871,149,305152,65.95,103,-0.008053309122624341,0.0003,0.2,-1.0046571146696806,0.37198957800865173,1480,0.121875,0.8645573854446411,0.013180101,1.6544975874945522,,
2961,-2.7834621399999997,150,307200,66.09,103,-0.007357874585432,0.0003,0.2,-1.0126149222254752,0.5535265207290649,1490,0.095703125,0.8720031976699829,0.008636869,2.2166082883253693,,
2965,-3.6498061699999997,151,309248,66.87,104,-0.006912684952840209,0.0003,0.2,-1.0113177683204413,0.47024986147880554,1500,0.104248046875,0.8031470775604248,0.008593645,2.1223782105371356,,
,,,310000,,,-0.0067290740214957625,0.0003,0.2,-1.016714882850647,0.7746540307998657,1510,0.088134765625,0.8474910259246826,0.0104144765,2.049580805376172,-2.729464292526245,70.8
2968,-3.5098802900000003,152,311296,67.75,104,,,,,,,,,,,,
2972,-2.9178940100000004,153,313344,68.02,105,-0.00693983406672487,0.0003,0.2,-1.0179482474923134,0.5216137170791626,1520,0.103857421875,0.8897832632064819,0.009555399,1.8753196660429239,,
2975,-2.68230575,154,315392,68.62,105,-0.0038839484011987226,0.0003,0.2,-0.9965746661648154,0.6359800696372986,1530,0.093359375,0.8452302813529968,0.010749079,1.643428791500628,,
2978,-1.52172627,155,317440,68.04,106,-0.005420427200442645,0.0003,0.2,-1.062017916701734,0.354658305644989,1540,0.105224609375,0.8196021914482117,0.010780567,1.4931635634973646,,
2981,-2.4392422000000007,156,319488,68.85,107,-0.006569620648224373,0.0003,0.2,-1.0070441789925098,0.2817785441875458,1550,0.1248046875,0.8429948687553406,0.009162486,1.3543540391139686,,
,,,320000,,,-0.007150150340748951,0.0003,0.2,-1.0062735859304666,0.6800364851951599,1560,0.09345703125,0.846825122833252,0.011929115,1.5009621379896998,-3.0826353803277016,64.2
2985,-2.88299177,157,321536,69.34,107,,,,,,,,,,,,
2989,-3.5942356099999997,158,323584,69.76,108,-0.004675241727090907,0.0003,0.2,-1.0335635820403695,0.4389600157737732,1570,0.079931640625,0.791010856628418,0.009464189,1.5484197515062987,,
2992,-2.7360576199999995,159,325632,68.95,108,-0.005951402794016758,0.0003,0.2,-1.0168745957314969,0.5394665598869324,1580,0.09775390625,0.779181718826294,0.011672901,2.185135860927403,,
2995,-1.8499165299999996,160,327680,67.8,109,-0.006355815062124748,0.0003,0.2,-0.9860290974378586,0.5350865125656128,1590,0.0931640625,0.8400752544403076,0.008452139,1.5282245749607681,,
2998,-1.7945004400000002,161,329728,67.65,109,-0.0052305062461528,0.0003,0.2,-0.9771600602194667,0.5931780934333801,1600,0.114599609375,0.8558508157730103,0.0152839925,1.6176802951842546,,
,,,330000,,,-0.006217426969669759,0.0003,0.2,-0.9709618153050542,0.42744511365890503,1610,0.09501953125,0.8533453941345215,0.011494389,1.3451023087836802,2.3410792350769043,67.8
3002,-2.0289605,162,331776,68.29,110,,,,,,,,,,,,
3005,-2.9341225300000002,163,333824,69.13,111,-0.004879345365043264,0.0003,0.2,-0.9688150597736239,0.4020410180091858,1620,0.123388671875,0.8855639100074768,0.014873775,1.2553842414170504,,
3008,-2.80399565,164,335872,68.92,111,-0.006007755231257761,0.0003,0.2,-0.9653027646243573,0.42828404903411865,1630,0.093359375,0.7763755321502686,0.009142277,1.546451806742698,,
3012,-1.9144887,165,337920,67.62,112,-0.006190582444833126,0.0003,0.2,-0.9558268731459976,0.42381778359413147,1640,0.0986328125,0.820966899394989,0.013566319,1.9141365438699722,,
3015,-1.42768698,166,339968,66.75,112,-0.006880459828244057,0.0003,0.2,-0.9896161790937186,0.2897185683250427,1650,0.105078125,0.8184331655502319,0.012230164,1.6932319059967995,,
,,,340000,,,-0.0043388090402004306,0.0003,0.2,-0.9557458655908704,0.4951767921447754,1660,0.106005859375,0.7246191501617432,0.010698062,1.7331111000850796,-0.8869047403335572,64.8
3018,-0.50340438,167,342016,66.76,113,,,,,,,,,,,,
3022,-1.1695274199999997,168,344064,66.88,113,-0.007356907971552573,0.0003,0.2,-0.9796030269935727,0.3477896451950073,1670,0.144482421875,0.8331238031387329,0.013902051,1.2925774832256138,,
3025,-1.3995111299999998,169,346112,67.81,114,-0.00687825463610352,0.0003,0.2,-0.9846882371231913,0.36652740836143494,1680,0.116796875,0.8763078451156616,0.009627195,1.4424187324009836,,
3028,-0.8895470199999999,170,348160,67.32,114,-0.007278846389090177,0.0003,0.2,-0.9553004579618574,0.4640791714191437,1690,0.091943359375,0.8268548250198364,0.008831831,2.1542054932564496,,
,,,350000,,,-0.00770014189365611,0.0003,0.2,-0.9308044658973813,0.31715086102485657,1700,0.107763671875,0.7840715646743774,0.013669649,1.7331589714623987,3.220004606246948,62.4
3032,-0.59669125,171,350208,67.18,115,,,,,,,,,,,,
3035,-0.4693657499999999,172,352256,67.18,116,-0.007674615539144725,0.0003,0.2,-0.9001884493976832,0.8954172134399414,1710,0.102001953125,0.7535472512245178,0.011132307,2.5243911711499094,,
3038,-0.2614142000000001,173,354304,66.85,116,-0.006991762520920019,0.0003,0.2,-0.9199370518326759,0.9452162384986877,1720,0.09619140625,0.8011853098869324,0.013589666,2.1801083646714687,,
3041,-0.1788907900000001,174,356352,66.7,117,-0.00775664327738923,0.0003,0.2,-0.8824755899608135,0.5262427926063538,1730,0.0876953125,0.8408046364784241,0.00772839,1.7278004793450237,,
3044,1.18079506,175,358400,65.67,117,-0.006331046580453403,0.0003,0.2,-0.8777559669688344,0.3120606243610382,1740,0.090625,0.8144052028656006,0.009540798,1.5044324493966996,,
,,,360000,,,-0.0051900404272601005,0.0003,0.2,-0.8636472534388304,0.4153742790222168,1750,0.134228515625,0.8424507975578308,0.016495785,1.0650394709780813,-3.959047532081604,72.0
3048,-0.5282798499999998,176,360448,66.64,118,,,,,,,,,,,,
3051,-0.78808149,177,362496,66.52,118,-0.007565836230060086,0.0003,0.2,-0.8359257511794567,0.559901773929596,1760,0.080712890625,0.7793508768081665,0.0073594875,2.070528377592564,,
3054,-0.6803274499999997,178,364544,66.22,119,-0.006118270954175387,0.0003,0.2,-0.8572539564222097,0.328561931848526,1770,0.097021484375,0.8326436281204224,0.012300098,1.625536147877574,,
3058,-0.7168462600000001,179,366592,66.7,119,-0.008801841009699274,0.0003,0.2,-0.8263591848313808,0.376869261264801,1780,0.132568359375,0.8647058010101318,0.013491766,1.420013285893947,,
3061,-0.8589742299999998,180,368640,67.5,120,-0.006562991793907713,0.0003,0.2,-0.8517976796254516,0.24626357853412628,1790,0.10546875,0.8938407301902771,0.01068854,1.1552804762497544,,
,,,370000,,,-0.0071558328927494586,0.0003,0.2,-0.8674321975558996,0.6321731209754944,1800,0.120751953125,0.8344089984893799,0.01158983,1.432490463927388,0.29405961036682127,67.2
3065,-1.4860655600000001,181,370688,68.8,120,,,,,,,,,,,,
3068,-1.82915516,182,372736,68.68,121,-0.00844399684210657,0.0003,0.2,-0.853693763166666,0.6266737580299377,1810,0.109814453125,0.7284718751907349,0.009568643,2.0938057623803616,,
3071,-2.0690431499999997,183,374784,68.17,122,-0.006585071315930691,0.0003,0.2,-0.8182180257514119,0.5148991346359253,1820,0.10302734375,0.786361813545227,0.012224375,1.7944949209690093,,
3075,-1.4890370299999998,184,376832,67.05,122,-0.006255592289380729,0.0003,0.2,-0.8258523717522621,0.5763384699821472,1830,0.10302734375,0.772305965423584,0.018265527,1.6775563802570104,,
3078,-2.5371245600000005,185,378880,67.26,123,-0.010743701834144304,0.0003,0.2,-0.8158647641539574,0.4245028495788574,1840,0.1330078125,0.7266460657119751,0.017955665,1.9268793702125548,,
,,,380000,,,-0.0058371072729642036,0.0003,0.2,-0.8062136629596353,0.503435492515564,1850,0.116748046875,0.8087447881698608,0.0106426,1.9037628207355737,-5.914802360534668,70.8
3081,-1.4639963400000002,186,380928,66.82,123,,,,,,,,,,,,
3084,-1.6276285099999999,187,382976,66.49,124,-0.004166666927631013,0.0003,0.2,-0.7831574687734246,0.4490536153316498,1860,0.07841796875,0.8419365286827087,0.011250569,1.6502952652052045,,
3088,-0.5050619900000001,188,385024,66.49,124,-0.005715375005092937,0.0003,0.2,-0.822858508117497,0.43130841851234436,1870,0.107080078125,0.8736686110496521,0.014353018,1.3880525907501577,,
3091,-0.03238263999999978,189,387072,65.91,125,-0.00709616227686638,0.0003,0.2,-0.7873371262103319,0.6642661094665527,1880,0.1048828125,0.8608165383338928,0.011238419,1.6164192935451864,,
3094,-0.3660956899999999,190,389120,66.78,125,-0.004409616992052179,0.0003,0.2,-0.8099225638434291,0.5004605650901794,1890,0.11640625,0.7741293907165527,0.011191562,1.460032839793712,,
,,,390000,,,-0.006164142393390648,0.0003,0.2,-0.8075363481417298,0.2910042405128479,1900,0.125244140625,0.8554322123527527,0.0111491345,1.338372985739261,2.7948138773441316,69.6
3098,0.47660835000000007,191,391168,67.33,126,,,,,,,,,,,,
3101,-0.17042626000000008,192,393216,67.69,126,-0.00588975769787794,0.0003,0.2,-0.7880867315456271,0.4350772500038147,1910,0.1083984375,0.7577200531959534,0.017064923,1.761762920115143,,
3104,-0.16128014000000002,193,395264,67.66,127,-0.007289658524314291,0.0003,0.2,-0.7565943818539381,0.30985429883003235,1920,0.079443359375,0.7924233078956604,0.0077294856,1.75349639961496,,
3108,-0.63569704,194,397312,66.63,127,-0.006921760953264311,0.0003,0.2,-0.747851487994194,0.8759499192237854,1930,0.094482421875,0.8359329700469971,0.009706372,2.119273057021201,,
3111,-0.08998519999999985,195,399360,66.99,128,-0.005369697307469323,0.0003,0.2,-0.7665731187909841,0.3922649025917053,1940,0.103466796875,0.9110246896743774,0.0075127827,1.4277434896677732,,
,,,400000,,,-0.00485854068028857,0.0003,0.2,-0.7287459069862962,0.32962286472320557,1950,0.102197265625,0.8657354116439819,0.009406894,1.6104518182575702,0.08093819618225098,66.0
3114,0.7025359700000002,196,401408,67.09,128,,,,,,,,,,,,
3118,1.38476412,197,403456,67.06,129,-0.004005061041243607,0.0003,0.2,-0.76950842179358,0.47560080885887146,1960,0.095703125,0.8086317777633667,0.0119341295,1.454750687815249,,
3121,1.2494742599999997,198,405504,67.06,129,-0.005096941384545061,0.0003,0.2,-0.7570075403898955,0.41396671533584595,1970,0.122412109375,0.878160834312439,0.015196528,1.3300741633400321,,
3124,0.8225151400000001,199,407552,66.84,130,-0.007030393560853554,0.0003,0.2,-0.7559794208034873,0.4018975496292114,1980,0.13623046875,0.8325838446617126,0.018234853,1.2544533658772707,,
3127,-0.09543419000000009,200,409600,67.59,130,-0.0058663036383222785,0.0003,0.2,-0.7354050371795893,0.2875863015651703,1990,0.09794921875,0.7694445848464966,0.008354729,1.2297571698203682,,
,,,410000,,,-0.0033791431458666922,0.0003,0.2,-0.7426913194358349,0.4239724576473236,2000,0.088427734375,0.8085408806800842,0.01222788,1.3775870645418764,-0.6228354334831238,66.6
3131,-0.022939189999999884,201,411648,68.2,131,,,,,,,,,,,,
3134,-0.42532450999999993,202,413696,68.32,131,-0.005965850521170069,0.0003,0.2,-0.7300382442772388,0.288112998008728,2010,0.1158203125,0.8854585886001587,0.013388877,1.053810142725706,,
3138,-1.6167726999999996,203,415744,69.19,132,-0.0059743540186900645,0.0003,0.2,-0.7277199950069189,0.48672449588775635,2020,0.091064453125,0.8462865352630615,0.008619144,1.4582579620182514,,
3141,-1.3383923499999995,204,417792,68.97,133,-0.008627532827813412,0.0003,0.2,-0.72553042024374,0.37522777915000916,2030,0.107275390625,0.868598461151123,0.014545674,1.3656901107169688,,
3144,-0.8561001899999998,205,419840,68.4,133,-0.004596561247308273,0.0003,0.2,-0.7073769584298134,0.4274276793003082,2040,0.076806640625,0.821118950843811,0.00889501,1.727957948949188,,
,,,420000,,,-0.0021724275313317774,0.0003,0.2,-0.7000910539180041,0.28320130705833435,2050,0.1015625,0.8665997982025146,0.010269134,1.2110439146868885,-0.2753749847412109,70.2
3148,-0.1585903600000001,206,421888,68.23,134,,,,,,,,,,,,
3151,0.45746415,207,423936,68.05,134,-0.0024063178709184284,0.0003,0.2,-0.7155118333175778,0.17855912446975708,2060,0.088720703125,0.8805564641952515,0.010667112,1.0508919968269765,,
3154,0.34571595,208,425984,68.26,135,-0.007741180036100559,0.0003,0.2,-0.735301866941154,0.4468323588371277,2070,0.111865234375,0.8563775420188904,0.01049566,1.3558130278252065,,
3157,0.15402538999999993,209,428032,67.32,135,-0.004927207104628906,0.0003,0.2,-0.738942882232368,0.5622842311859131,2080,0.10400390625,0.7969100475311279,0.010648256,1.2080765119753778,,
,,,430000,,,-0.005806140029744711,0.0003,0.2,-0.7269578373059631,0.31652793288230896,2090,0.119580078125,0.87960284948349,0.013822451,1.202614933811128,-0.15102977752685548,66.6
3161,0.0003274900000001324,210,430080,67.3,136,,,,,,,,,,,,
3164,-0.08204078999999995,211,432128,67.42,136,-0.006355427554808557,0.0003,0.2,-0.7072846906259656,0.3508710563182831,2100,0.117041015625,0.7731575965881348,0.010879378,1.6261784320697188,,
3167,0.7509769599999998,212,434176,66.52,137,-0.007941813678189646,0.0003,0.2,-0.7252910615876317,0.2856532633304596,2110,0.0916015625,0.8766262531280518,0.009208327,1.447140105906874,,
3171,1.2532011200000002,213,436224,66.16,137,-0.007417932372482028,0.0003,0.2,-0.7034516744315624,0.4132458567619324,2120,0.11259765625,0.827620267868042,0.012053885,1.4263532891869546,,
3174,0.6951746599999998,214,438272,66.57,138,-0.007373199010908138,0.0003,0.2,-0.7025899883359671,0.27881938219070435,2130,0.1017578125,0.8730316162109375,0.009163679,1.2213877578265966,,
,,,440000,,,-0.0036033836018759756,0.0003,0.2,-0.6903351923450828,0.33936792612075806,2140,0.0876953125,0.8322681784629822,0.0088859955,1.486325941886753,-4.102480745315551,66.0
3178,0.26263591000000025,215,440320,67.93,138,,,,,,,,,,,,
3181,-0.6851517,216,442368,68.26,139,-0.008047907093714456,0.0003,0.2,-0.6861882586032152,0.24673059582710266,2150,0.115771484375,0.8706955909729004,0.012429338,1.5251076121814549,,
3184,-0.03949639999999986,217,444416,68.17,139,-0.00609625452052569,0.0003,0.2,-0.6832947244867682,0.4614851176738739,2160,0.0994140625,0.7985740303993225,0.013640873,1.6065715527161957,,
3187,0.7124066099999999,218,446464,67.48,140,-0.00495452705072239,0.0003,0.2,-0.7030444258823991,0.2962777614593506,2170,0.13388671875,0.8841574788093567,0.019752983,0.8857238408178091,,
3191,1.8116231400000005,219,448512,66.36,140,-0.004683756389567861,0.0003,0.2,-0.6947062009945512,0.21872234344482422,2180,0.084521484375,0.833322286605835,0.008265147,1.274617108423263,,
,,,450000,,,-0.008268129562202376,0.0003,0.2,-0.7256873199716211,0.32513222098350525,2190,0.129150390625,0.8669660091400146,0.01670042,1.0779281155206264,3.4480519235134124,63.6
3194,1.2807368900000002,220,450560,67.15,141,,,,,,,,,,,,
3198,0.9882173900000001,221,452608,67.54,141,-0.007053108515538043,0.0003,0.2,-0.7114317985251546,0.6686446666717529,2200,0.1103515625,0.9151611328125,0.010794456,0.9062724358402192,,
3202,-0.43241133,222,454656,68.89,141,-0.0029389755058218726,0.0003,0.2,-0.7121346948668361,0.29080283641815186,2210,0.098388671875,0.8637725114822388,0.01056164,1.0010715014766902,,
3206,-0.9436691199999998,223,456704,69.1,142,-0.006525891615456203,0.0003,0.2,-0.7254125567153096,0.6265406608581543,2220,0.0802734375,0.8953457474708557,0.011439992,1.6249366278760136,,
3209,-0.8865565599999998,224,458752,68.43,142,-0.004579702430055477,0.0003,0.2,-0.7164833210408688,0.2258991003036499,2230,0.09794921875,0.8584079742431641,0.01109853,1.1114267671480775,,
,,,460000,,,-0.004995285223412793,0.0003,0.2,-0.7056193357333541,0.2894282341003418,2240,0.118994140625,0.8741785287857056,0.012621829,1.0747388845309616,3.227687454223633,70.8
3213,-0.42225473999999985,225,460800,68.26,143,,,,,,,,,,,,
3216,1.2073909399999998,226,462848,66.91,143,-0.003782522318942938,0.0003,0.2,-0.7035775596275926,0.24857625365257263,2250,0.1419921875,0.8932388424873352,0.017461102,0.9462343355640769,,
3219,1.4036172399999998,227,464896,67.42,144,-0.0037085377203766256,0.0003,0.2,-0.6788470050320029,0.15084627270698547,2260,0.122998046875,0.8468325138092041,0.01772179,1.0217753488570451,,
3222,1.54620671,228,466944,67.11,144,-0.004373090517037781,0.0003,0.2,-0.6767800814472139,0.2577500343322754,2270,0.118115234375,0.8831268548965454,0.011771186,1.0082607387565077,,
3225,1.94740489,229,468992,67.29,145,-0.007096231242758222,0.0003,0.2,-0.6976325307041407,0.25878727436065674,2280,0.114111328125,0.9006271362304688,0.011707069,1.1211693653836847,,
,,,470000,,,-0.005449037400831002,0.0003,0.2,-0.6693832940421999,0.36053669452667236,2290,0.07705078125,0.8914592862129211,0.012072187,1.1516296432353557,-6.285302985459566,71.4
3229,1.4571097100000001,230,471040,67.93,145,,,,,,,,,,,,
3232,2.0180388999999996,231,473088,67.3,146,-0.006428922389750369,0.0003,0.2,-0.6845861230045557,0.3945496082305908,2300,0.111083984375,0.830544114112854,0.01179683,1.3836385334841907,,
3235,0.79275454,232,475136,68.26,146,-0.005648104033025447,0.0003,0.2,-0.6968260482884944,0.18333348631858826,2310,0.12734375,0.8906205892562866,0.0207152,0.9900716879405081,,
3239,0.6394952899999999,233,477184,68.13,147,-0.005049421994044678,0.0003,0.2,-0.6858462058007717,0.45702439546585083,2320,0.11416015625,0.8233814239501953,0.024379766,1.2490539916791021,,
3242,0.9507452899999999,234,479232,67.74,147,-0.005072377483884338,0.0003,0.2,-0.6789035460911691,0.3113873302936554,2330,0.0734375,0.846248984336853,0.008523354,1.4034424668177963,,
,,,480000,,,-0.004017451983236242,0.0003,0.2,-0.6653972793370485,0.4019419550895691,2340,0.11416015625,0.8958647847175598,0.011476951,1.1546158583834767,1.1982369422912598,67.2
3246,1.78296744,235,481280,67.15,148,,,,,,,,,,,,
3249,1.26360371,236,483328,67.12,148,-0.0049701902142260225,0.0003,0.2,-0.6585966744460166,0.3452089726924896,2350,0.098486328125,0.9057449102401733,0.012962306,1.3803613295778632,,
3252,0.3436844699999999,237,485376,67.9,149,-0.007825130835408345,0.0003,0.2,-0.6464249590411782,0.3154776096343994,2360,0.105078125,0.8978767991065979,0.014017609,1.1296779987402261,,
3256,-0.03514647999999994,238,487424,68.73,149,-0.004327189277682919,0.0003,0.2,-0.6257904480211437,0.48595088720321655,2370,0.072802734375,0.9041526317596436,0.01068509,1.3406088969670236,,
3259,1.47888614,239,489472,67.83,150,-0.004818381545192096,0.0003,0.2,-0.6742366963997484,0.36107736825942993,2380,0.075927734375,0.8968206644058228,0.01268583,1.229157457035035,,
,,,490000,,,-0.006529247003345518,0.0003,0.2,-0.6547205102629959,0.2726142108440399,2390,0.109033203125,0.852482259273529,0.012153895,1.346960974112153,-1.0965848222374917,71.4
3263,2.37306117,240,491520,67.9,150,,,,,,,,,,,,
3267,2.9473318,241,493568,66.79,151,-0.003721995127853006,0.0003,0.2,-0.6684420889243483,0.33065861463546753,2400,0.113623046875,0.7922499179840088,0.019510008,1.2661839053966104,,
3270,2.48800276,242,495616,67.12,151,-0.0024161110442946663,0.0003,0.2,-0.6494359400123357,0.33342301845550537,2410,0.075537109375,0.8145009279251099,0.010040561,1.205279287789017,,
3273,2.2499972599999998,243,497664,66.87,152,-0.00775236987246899,0.0003,0.2,-0.6662029460072517,0.26819223165512085,2420,0.10927734375,0.8917677402496338,0.015355776,0.8329185840673745,,
3277,2.24506131,244,499712,67.05,152,-0.003779310261234059,0.0003,0.2,-0.6595460530370474,0.4783599376678467,2430,0.097705078125,0.8859742283821106,0.012993571,1.27931345468387,,
,,,500000,,,-0.003835005484870635,0.0003,0.2,-0.6308379934169352,0.5177870988845825,2440,0.07978515625,0.8200172781944275,0.010089309,1.2677771971561014,-1.0335918188095092,72.0
3281,1.7241040299999997,245,501760,67.33,152,,,,,,,,,,,,
3284,1.74392067,246,503808,67.69,153,-0.005500156477501151,0.0003,0.2,-0.6306653989478945,0.29635173082351685,2450,0.095751953125,0.8500003814697266,0.014994609,1.4370706105604767,,
3287,1.12404209,247,505856,67.78,153,-0.00607239986420609,0.0003,0.2,-0.6161981476470828,0.2107831984758377,2460,0.098095703125,0.8661290407180786,0.010834927,1.2018429778516293,,
3290,1.64583782,248,507904,67.05,154,-0.007543991174316034,0.0003,0.2,-0.6132750949822366,0.40072283148765564,2470,0.091015625,0.8362947106361389,0.0108292885,1.7273451654240488,,
3293,1.14659076,249,509952,66.81,154,-0.00675036882457789,0.0003,0.2,-0.5984361615963281,0.4188936650753021,2480,0.094189453125,0.8699924349784851,0.0125306975,1.4285002186894418,,
,,,510000,,,-0.006557907865499146,0.0003,0.2,-0.5752248064614832,0.6734517812728882,2490,0.083203125,0.8653639554977417,0.0109089995,1.482631935738027,5.388647663593292,63.6
3297,0.7762330100000002,250,512000,67.6,155,,,,,,,,,,,,
3300,0.14288855000000011,251,514048,67.99,155,-0.003481891506817192,0.0003,0.2,-0.5932540189474821,0.3049558699131012,2500,0.08857421875,0.900854766368866,0.009294447,1.5238328913226724,,
3303,0.6540675699999998,252,516096,68.05,156,-0.006223352967208484,0.0003,0.2,-0.5697555596940219,0.3602515161037445,2510,0.096826171875,0.9201790690422058,0.013622796,1.64190312884748,,
3306,1.0780245400000001,253,518144,66.99,156,-0.006943220445828046,0.0003,0.2,-0.5908151706680655,0.5002825856208801,2520,0.084619140625,0.8755744099617004,0.009067498,1.8545560589060188,,
,,,520000,,,-0.0069990319556382016,0.0003,0.2,-0.5800525612197817,0.2116948962211609,2530,0.083203125,0.9202414155006409,0.010962643,1.1749183636158704,0.5670665264129638,69.0
3310,1.06066812,254,520192,67.03,157,,,,,,,,,,,,
3313,1.51826403,255,522240,67.3,157,-0.007185052573913708,0.0003,0.2,-0.6054959502071142,0.3557431399822235,2540,0.085693359375,0.8975796699523926,0.0077898805,1.6230729680508376,,
3316,1.60949065,256,524288,67.57,158,-0.0060515457473229615,0.0003,0.2,-0.6013910334557295,0.22695715725421906,2550,0.1142578125,0.9038935899734497,0.017226906,0.6973371162079275,,
3319,1.85738079,257,526336,67.96,158,-0.006447362276230706,0.0003,0.2,-0.597580471355468,0.3379964828491211,2560,0.10556640625,0.8176451921463013,0.011449361,0.8243616869673133,,
3322,2.01252202,258,528384,67.71,159,-0.0050718175349175,0.0003,0.2,-0.5819073237478734,0.2577798664569855,2570,0.088525390625,0.8552873730659485,0.008369204,1.0163603095337748,,
,,,530000,,,-0.003923731267423136,0.0003,0.2,-0.5994590005837381,0.2454041987657547,2580,0.072119140625,0.8845003843307495,0.008433828,1.0316576652228833,3.142385387420654,67.2
3326,1.7027041399999998,259,530432,67.42,159,,,,,,,,,,,,
3329,1.5213124900000004,260,532480,67.78,159,-0.005670628390362253,0.0003,0.2,-0.6000765515491366,0.4150064289569855,2590,0.0783203125,0.8546517491340637,0.010483818,1.2145044198259711,,
3332,0.89306629,261,534528,68.17,160,-0.00551194550935179,0.0003,0.2,-0.5811372300609946,0.3179115951061249,2600,0.110009765625,0.9107452034950256,0.011855779,1.1346822437830268,,
3335,0.9505221999999999,262,536576,68.8,160,-0.0036518460787192454,0.0003,0.2,-0.5817314655520022,0.3962877690792084,2610,0.064794921875,0.8931064009666443,0.008045997,1.6145501282066106,,
3339,0.8131752,263,538624,68.64,161,-0.004843176977738039,0.0003,0.2,-0.5684935658238828,0.3355448246002197,2620,0.0951171875,0.8338821530342102,0.01523405,1.0908709540031851,,
,,,540000,,,-0.0003540939767844975,0.0003,0.2,-0.5927351443096995,0.3077027201652527,2630,0.096728515625,0.8152045607566833,0.017443992,1.1215713953599333,-0.4672537088394165,66.6
3342,1.32400033,264,540672,68.62,161,,,,,,,,,,,,
