time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/learning_rate,train/clip_fraction,train/n_updates,train/loss,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,eval/mean_reward,eval/mean_ep_length
154,1286,198656,38.13,48.74177879,97,0.8226894736289978,0.0003,0.190673828125,960,0.8216828107833862,2.757524324953556,-0.9192016026005149,-0.024942432164971252,0.2,0.021891125,,
,,200000,,,,0.885654404759407,0.0003,0.209033203125,970,0.27593234181404114,1.4097864570096135,-0.8879580821841955,-0.01683457535400521,0.2,0.027874833,48.66297302246094,37.2
154,1301,200704,38.56,49.352694979999995,98,,,,,,,,,,,,
153,1319,202752,37.87,48.98924632999999,99,0.8887009546160698,0.0003,0.222900390625,980,0.8846044540405273,1.6523715533316135,-0.8836259260773659,-0.02719410452700686,0.2,0.027612349,,
153,1333,204800,37.53,49.08888689999999,100,0.8876073285937309,0.0003,0.21171875,990,0.20066088438034058,1.230404385831207,-0.8837340909987688,-0.02101091144577367,0.2,0.025802553,,
153,1351,206848,38.34,49.07268313,101,0.9278721436858177,0.0003,0.25126953125,1000,0.1638171374797821,0.966458242200315,-0.9042880393564701,-0.02510831030231202,0.2,0.032828376,,
152,1365,208896,38.07,48.93754441,102,0.8838727548718452,0.0003,0.195947265625,1010,0.49077489972114563,1.295661139022559,-0.8825098438188433,-0.02173843570635654,0.2,0.023540696,,
,,210000,,,,0.8852009624242783,0.0003,0.20009765625,1020,0.31479108333587646,1.284053170029074,-0.8843992490321397,-0.019811894059239422,0.2,0.02637886,47.62946472167969,38.4
153,1377,210944,37.39,48.922674749999985,103,,,,,,,,,,,,
153,1389,212992,37.33,48.66154972,104,0.9023388102650642,0.0003,0.22138671875,1030,0.2494780570268631,1.0078166923485696,-0.894673790037632,-0.021204581297934056,0.2,0.029336141,,
153,1405,215040,37.71,48.27024966,105,0.8895044550299644,0.0003,0.1853515625,1040,0.3950468599796295,1.216206076182425,-0.8901949286460876,-0.021979501566966063,0.2,0.025575124,,
153,1418,217088,36.99,48.428697729999996,106,0.8962922841310501,0.0003,0.19560546875,1050,0.34390416741371155,1.0596761845052243,-0.8940732611343265,-0.0238766111433506,0.2,0.03126064,,
152,1432,219136,37.56,49.15097394999999,107,0.8401010781526566,0.0003,0.219775390625,1060,0.2527039051055908,1.6538429223932325,-0.8746200544759631,-0.02445396322000306,0.2,0.0317123,,
,,220000,,,,0.8892996162176132,0.0003,0.20009765625,1070,0.25742271542549133,1.249906254094094,-0.8960542980581522,-0.022880631793668726,0.2,0.027104773,48.86313095092773,33.6
152,1449,221184,38.62,49.002135229999986,108,,,,,,,,,,,,
152,1464,223232,39.28,49.27694861000002,109,0.8066733479499817,0.0003,0.234228515625,1080,0.3181229531764984,1.838537784293294,-0.8847847055643797,-0.019386271774419584,0.2,0.035345424,,
152,1479,225280,39.09,49.84988727999999,110,0.9167214632034302,0.0003,0.24697265625,1090,0.3222516179084778,0.9854474334977568,-0.8851625397801399,-0.01934839524619747,0.2,0.04652394,,
152,1493,227328,38.7,49.19767335,111,0.9232006818056107,0.0003,0.2423828125,1100,0.2383529394865036,0.9116491882130504,-0.8921404883265496,-0.02568192697217455,0.2,0.030879818,,
152,1508,229376,37.23,48.52388685999999,112,0.8758219331502914,0.0003,0.1927734375,1110,0.33568358421325684,1.4404976585879923,-0.8981453392654657,-0.025571628780744503,0.2,0.020049978,,
,,230000,,,,0.8537898063659668,0.0003,0.209814453125,1120,0.32856231927871704,1.6831099938601255,-0.8751206122338772,-0.025407388457097113,0.2,0.028856669,47.382860565185545,33.6
151,1526,231424,37.99,48.82622971999999,113,,,,,,,,,,,,
151,1542,233472,39.01,49.37060646,114,0.8349420130252838,0.0003,0.191748046875,1130,0.5953140258789062,2.2658562302589416,-0.8851887423545122,-0.02333134566724766,0.2,0.025663521,,
151,1556,235520,38.34,49.21945151,115,0.8970926627516747,0.0003,0.24091796875,1140,0.3029479384422302,1.0510602126829327,-0.8707042308524251,-0.025704627321101726,0.2,0.03113988,,
151,1571,237568,37.38,49.435939309999995,116,0.8790489584207535,0.0003,0.212841796875,1150,0.49009448289871216,1.4216300727799536,-0.859605934098363,-0.02306016176880803,0.2,0.024915947,,
150,1587,239616,37.41,49.17788322999999,117,0.9087151437997818,0.0003,0.244775390625,1160,0.3174746036529541,1.150070146098733,-0.8576172381639481,-0.024749643349787222,0.2,0.041221403,,
,,240000,,,,0.886138953268528,0.0003,0.213427734375,1170,0.29173988103866577,1.4024498276412487,-0.8423391142860055,-0.024565488666121384,0.2,0.032670047,50.032789611816405,37.2
150,1602,241664,37.51,48.95833900999999,118,,,,,,,,,,,,
150,1616,243712,38.08,49.241665760000004,119,0.8520233184099197,0.0003,0.2083984375,1180,0.2432563155889511,1.5149667793884873,-0.8442402843385934,-0.020374400992295705,0.2,0.028439455,,
150,1633,245760,36.87,48.97445359,120,0.8977801203727722,0.0003,0.210546875,1190,0.35603028535842896,1.247682816721499,-0.8242091607302428,-0.025224466116924305,0.2,0.031117458,,
150,1647,247808,36.99,48.75232354,121,0.8622070848941803,0.0003,0.222802734375,1200,0.3474409580230713,1.4314666397869587,-0.8276679620146752,-0.02633357258455362,0.2,0.030997436,,
150,1662,249856,37.92,49.21650898000001,122,0.9041004925966263,0.0003,0.23544921875,1210,0.23830214142799377,1.0458817998878658,-0.831191066838801,-0.026527878367051016,0.2,0.034050655,,
,,250000,,,,0.9072584211826324,0.0003,0.243603515625,1220,0.2947799861431122,1.083689398597926,-0.8231506247073412,-0.024760705542576034,0.2,0.04002849,48.9534194946289,35.4
150,1677,251904,38.26,49.60587284,123,,,,,,,,,,,,
149,1695,253952,37.74,49.87544395,124,0.8568628281354904,0.0003,0.18701171875,1230,0.23484757542610168,1.909360683709383,-0.81924281232059,-0.017177343931689393,0.2,0.026237354,,
149,1710,256000,38.49,49.30074915000001,125,0.8888428583741188,0.0003,0.225732421875,1240,0.16424700617790222,1.3059364759363234,-0.832023642770946,-0.023102254830882886,0.2,0.028636437,,
149,1725,258048,37.71,49.279426029999996,126,0.8962112814188004,0.0003,0.24072265625,1250,0.33620208501815796,1.392958496697247,-0.8465900547802448,-0.022858097845164592,0.2,0.03303718,,
,,260000,,,,0.8784764632582664,0.0003,0.213916015625,1260,0.23857522010803223,1.3281859367154538,-0.8134056936949492,-0.0260995867109159,0.2,0.031361375,48.3842170715332,37.2
149,1743,260096,37.54,49.353206310000004,127,,,,,,,,,,,,
148,1761,262144,37.72,48.9461019,128,0.8748650401830673,0.0003,0.21728515625,1270,0.3095054626464844,1.5904269434511662,-0.7990746311843395,-0.020049601762002565,0.2,0.031352475,,
148,1775,264192,38.46,49.554157909999994,129,0.8812810704112053,0.0003,0.228466796875,1280,0.5117900967597961,1.5960987811908125,-0.8220611305907368,-0.02608759442518931,0.2,0.026151206,,
148,1793,266240,37.8,49.43813392,130,0.9035317301750183,0.0003,0.222802734375,1290,0.21278348565101624,1.3148649114184081,-0.7948510555550456,-0.027260186898638496,0.2,0.034975596,,
148,1807,268288,36.93,49.117007279999996,131,0.9175490811467171,0.0003,0.19970703125,1300,0.3400213420391083,0.915198884345591,-0.7838084194809198,-0.024341357961384348,0.2,0.026748106,,
,,270000,,,,0.8708764761686325,0.0003,0.207470703125,1310,0.26486286520957947,1.5702183602377773,-0.7940290765836835,-0.02274014301947318,0.2,0.028058596,49.76401596069336,33.0
148,1818,270336,37.09,48.73353133,132,,,,,,,,,,,,
148,1836,272384,37.69,48.765798610000004,133,0.8563384413719177,0.0003,0.226904296875,1320,0.5857694745063782,1.69887142945081,-0.8027740461751819,-0.028356223950686398,0.2,0.02771258,,
148,1851,274432,37.68,48.949582639999996,134,0.8937688544392586,0.0003,0.211962890625,1330,0.22878634929656982,1.2104012959636747,-0.8079048166051507,-0.023828398754267253,0.2,0.031124156,,
148,1867,276480,37.56,49.07463143999999,135,0.8857439011335373,0.0003,0.202197265625,1340,0.3017282485961914,1.4187344716861845,-0.8182133728638291,-0.025293343943485525,0.2,0.029803086,,
147,1882,278528,37.32,49.32454904,136,0.910132646560669,0.0003,0.2158203125,1350,0.22767043113708496,1.1682448408566415,-0.8089373650029301,-0.02285349598823814,0.2,0.024767913,,
