time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
76,408,5.457751230000001,93.93,381,155648,3e-05,3.7599326103925703,0.7019248604774475,0.772799551486969,750,0.0010763144,-3.0456550151109694,0.0076171875,-0.0042052318749483675,0.1,,
77,413,5.719537170000002,93.12,381,157696,3e-05,3.619042220711708,0.6105775833129883,0.794340193271637,760,0.0007664759,-3.0595838487148286,0.002392578125,-0.0031522123434115203,0.1,,
78,418,4.23197125,93.85,381,159744,3e-05,2.623842266201973,0.49879997968673706,0.7595515847206116,770,0.00073907536,-3.0596081018447876,0.000634765625,-0.0029310044097655918,0.1,,
,,,,,160000,3e-05,3.857042483985424,1.020378828048706,0.790149450302124,780,0.00095795345,-3.0177342861890795,0.007666015625,-0.0037186673347605393,0.1,1.510413646697998,92.4
79,424,4.441491760000001,95.14,380,161792,,,,,,,,,,,,
80,429,5.053749229999999,95.26,381,163840,3e-05,4.0683245524764065,1.3627036809921265,0.8782354593276978,790,0.0009240679,-3.0855743825435638,0.002197265625,-0.0036610619514249264,0.1,,
81,434,5.156565119999999,95.72,381,165888,3e-05,2.7431468084454536,0.4744444489479065,0.7947885990142822,800,0.0011843734,-3.01800257563591,0.006640625,-0.004099840580602176,0.1,,
82,440,4.72642975,96.29,381,167936,3e-05,3.1013160333037377,0.5309249758720398,0.81475830078125,810,0.0009841857,-3.011258524656296,0.003857421875,-0.003711343024042435,0.1,,
83,445,5.810757770000001,94.98,381,169984,3e-05,3.3754018038511275,0.486314058303833,0.7709798812866211,820,0.00079768174,-3.007117289304733,0.003173828125,-0.002935555198928341,0.1,,
,,,,,170000,3e-05,2.6293636985123157,0.3560604155063629,0.8470950722694397,830,0.0012594169,-3.027561756968498,0.003564453125,-0.003751230993657373,0.1,13.086195361614227,87.0
84,451,4.94597987,96.07,380,172032,,,,,,,,,,,,
85,456,4.73857026,95.82,381,174080,3e-05,5.351008003950119,0.8413078188896179,0.7932462096214294,840,0.0005464626,-3.0232637882232667,4.8828125e-05,-0.00229093367815949,0.1,,
86,461,6.251633120000001,94.18,381,176128,3e-05,4.344156841933727,0.8010154366493225,0.6834689974784851,850,0.0005561783,-2.9808329224586485,0.000830078125,-0.002391852796426974,0.1,,
87,466,5.317671800000002,94.59,381,178176,3e-05,4.140519766509533,1.5083411931991577,0.8497780561447144,860,0.0008609927,-2.9856604814529417,0.0033203125,-0.0037623639218509197,0.1,,
,,,,,180000,3e-05,6.44375981092453,1.7822816371917725,0.8103553056716919,870,0.0002726379,-2.9988566875457763,0.0,-0.0017219785513589159,0.1,1.124052929878235,97.8
88,472,4.692346350000001,93.83,381,180224,,,,,,,,,,,,
89,477,4.62124017,93.49,381,182272,3e-05,5.215737004578114,0.8347712755203247,0.7943582534790039,880,0.0008127829,-2.986798056960106,0.001318359375,-0.0031794146343600005,0.1,,
90,482,4.470507839999999,94.11,381,184320,3e-05,3.701988460123539,0.7121979594230652,0.727645754814148,890,0.00072843593,-2.9749220430850984,0.00029296875,-0.00287054154323414,0.1,,
91,487,3.2489157600000005,94.69,382,186368,3e-05,3.5467006519436834,0.8542503714561462,0.7862752079963684,900,0.0014355625,-2.9616293370723725,0.01279296875,-0.0051900354475947095,0.1,,
92,492,5.76499337,94.09,382,188416,3e-05,3.807366083562374,0.6053310036659241,0.8091869354248047,910,0.00093133847,-2.9107667446136474,0.001904296875,-0.00368557799665723,0.1,,
,,,,,190000,3e-05,3.7267082259058952,0.7276750802993774,0.7997645139694214,920,0.0009397061,-2.9891306191682814,0.00126953125,-0.0035116968356305733,0.1,5.033697557449341,101.4
93,498,6.2765318,93.95,381,190464,,,,,,,,,,,,
94,503,6.592918459999998,94.33,382,192512,3e-05,3.832487626373768,0.8062989115715027,0.8586100339889526,930,0.0008281893,-2.982172203063965,0.002099609375,-0.0036768360092537477,0.1,,
95,508,7.698701469999999,94.02,382,194560,3e-05,4.018926025927067,0.6715583205223083,0.7975748777389526,940,0.0009860678,-2.9837740629911425,0.001220703125,-0.0036787616147194056,0.1,,
96,513,8.35949922,93.78,382,196608,3e-05,2.927430938184261,0.5408304929733276,0.856567919254303,950,0.001268464,-2.9671670734882354,0.003857421875,-0.003955902429879643,0.1,,
97,518,7.78386627,92.93,382,198656,3e-05,3.2728874564170836,0.6079643368721008,0.7246257066726685,960,0.0012168016,-2.977289319038391,0.00859375,-0.0040590569624328054,0.1,,
,,,,,200000,3e-05,9.420278203487396,5.091679573059082,0.7375383377075195,970,0.00091915857,-2.952616798877716,0.001318359375,-0.0032731722603784874,0.1,8.27918519973755,87.8
98,524,7.558788740000001,93.24,382,200704,,,,,,,,,,,,
99,529,7.28074722,93.18,382,202752,3e-05,2.283099017292261,0.4584961533546448,0.8586136698722839,980,0.0017746281,-2.982153943181038,0.01435546875,-0.004878793595707975,0.1,,
100,534,6.9435958399999995,93.07,382,204800,3e-05,2.8845622047781942,0.5862210988998413,0.8305808305740356,990,0.0014623748,-2.911123150587082,0.010400390625,-0.004197467316407711,0.1,,
101,539,5.841395169999999,93.53,383,206848,3e-05,4.342220656573772,0.8050181269645691,0.8487188816070557,1000,0.0011492858,-2.9063092947006224,0.009228515625,-0.004346322931814939,0.1,,
102,544,6.207429439999999,92.9,383,208896,3e-05,4.373632334172726,0.9661810398101807,0.7784699201583862,1010,0.0005845665,-2.918235573172569,0.000537109375,-0.0024110747093800456,0.1,,
,,,,,210000,3e-05,3.128081665933132,0.7320907115936279,0.7711536884307861,1020,0.00091066514,-2.9347140967845915,0.0046875,-0.003096715718857013,0.1,15.009996223449708,86.2
103,550,4.674963440000002,93.72,383,210944,,,,,,,,,,,,
104,555,5.083888000000001,94.12,383,212992,3e-05,5.208315593004227,1.2053569555282593,0.809364914894104,1030,0.00054771686,-2.909863495826721,0.0,-0.0025468609208473937,0.1,,
105,560,5.684165500000001,94.39,383,215040,3e-05,4.559437890350819,0.7784500122070312,0.754692554473877,1040,0.0005563352,-2.903752326965332,0.0,-0.002331132412655279,0.1,,
106,565,6.30571875,95.85,383,217088,3e-05,3.7771445900201797,0.5714773535728455,0.7158793807029724,1050,0.00062560197,-2.9441743910312654,0.000439453125,-0.0026084869663463906,0.1,,
107,571,6.74410749,95.61,383,219136,3e-05,2.9705680280923845,0.5658553838729858,0.8510103225708008,1060,0.0006545803,-2.905049055814743,0.001416015625,-0.0028477643645601347,0.1,,
,,,,,220000,3e-05,3.187113571166992,0.6516215801239014,0.7538326382637024,1070,0.0010322328,-2.9281631767749787,0.002978515625,-0.004342884426296223,0.1,-4.949322700500488,92.4
108,577,6.280651020000001,95.66,383,221184,,,,,,,,,,,,
109,582,5.431964870000001,96.71,383,223232,3e-05,4.009110568463802,0.6447327733039856,0.694693922996521,1080,0.0010473661,-2.9039776384830476,0.0009765625,-0.0035633474893984386,0.1,,
