time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/learning_rate,train/clip_fraction,train/n_updates,train/loss,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,eval/mean_reward,eval/mean_ep_length
673,361,243712,81.63,34.77536543,119,0.7902515977621078,0.0003,0.187353515625,1180,0.7984578609466553,4.257700031623244,-2.2196397475898264,-0.022006100756698288,0.2,0.017398974,,
673,364,245760,80.98,34.31419629,120,0.7718224823474884,0.0003,0.22060546875,1190,0.8944801092147827,2.873845236003399,-2.200776790082455,-0.02633308541844599,0.2,0.02410063,,
673,367,247808,80.01,34.62503273,121,0.7556595653295517,0.0003,0.1796875,1200,0.49868857860565186,3.7452639251947404,-2.2009127654135225,-0.015652048803167416,0.2,0.020338267,,
673,370,249856,80.88,33.61559096,122,0.802052840590477,0.0003,0.266650390625,1210,0.7026611566543579,3.1890416208654644,-2.2069882683455946,-0.024992104548437054,0.2,0.028647698,,
,,250000,,,,0.7865498065948486,0.0003,0.245947265625,1220,0.29650890827178955,1.9989733221009374,-2.1930489338934422,-0.022753028431907296,0.2,0.029270956,35.383345413208005,87.8
673,374,251904,81.23,33.64371788999999,123,,,,,,,,,,,,
673,377,253952,82.44,34.089835969999996,124,0.7331657707691193,0.0003,0.225634765625,1230,1.1463987827301025,4.012008959800005,-2.2037776477634905,-0.02384399720467627,0.2,0.021739341,,
673,379,256000,85.38,34.361533980000004,125,0.8417750000953674,0.0003,0.213037109375,1240,0.4558429718017578,2.803079439327121,-2.1642314791679382,-0.022126963385380803,0.2,0.022990942,,
674,382,258048,84.39,34.987166619999996,126,0.758009672164917,0.0003,0.21982421875,1250,0.4700047969818115,3.87120563685894,-2.1119096510112287,-0.025195986215840092,0.2,0.023906525,,
,,260000,,,,0.8233256936073303,0.0003,0.237109375,1260,0.6774199604988098,3.1141948511824014,-2.1590482018887998,-0.025083191417797933,0.2,0.024693593,34.3981990814209,83.2
673,386,260096,86.01,35.21617492,127,,,,,,,,,,,,
673,389,262144,85.03,35.333071679999996,128,0.8357842862606049,0.0003,0.2615234375,1270,0.4869123101234436,2.7391140166670085,-2.215404421836138,-0.019128323502081913,0.2,0.027080819,,
673,392,264192,81.5,35.189058259999996,129,0.7690415978431702,0.0003,0.252294921875,1280,0.7909773588180542,3.6979036662727593,-2.1818179741501806,-0.02573070149810519,0.2,0.023873929,,
674,394,266240,79.66,35.52085322,130,0.7948143482208252,0.0003,0.251318359375,1290,1.2880446910858154,3.665723718330264,-2.1799085691571234,-0.026441448040714022,0.2,0.02404292,,
674,397,268288,76.89,35.86104058,131,0.8017341792583466,0.0003,0.217822265625,1300,0.7397103309631348,4.085449906811118,-2.164137237519026,-0.024230380772496573,0.2,0.021923795,,
,,270000,,,,0.8035095930099487,0.0003,0.268994140625,1310,0.5642226934432983,3.098403587192297,-2.131022094190121,-0.02443582140695071,0.2,0.031206608,32.17351188659668,76.6
673,401,270336,79.1,35.14079607,132,,,,,,,,,,,,
673,404,272384,79.71,34.92312286,133,0.6927593946456909,0.0003,0.210107421875,1320,0.7610486745834351,4.112472625076771,-2.138457863032818,-0.021205626025039236,0.2,0.024097787,,
674,407,274432,81.07,34.21199667,134,0.8040790110826492,0.0003,0.2580078125,1330,0.9360621571540833,3.307152038067579,-2.1327834032475947,-0.02026023239377537,0.2,0.028079428,,
674,409,276480,82.27,34.68608928,135,0.7690156549215317,0.0003,0.24248046875,1340,0.4785306453704834,2.898742078989744,-2.135948311537504,-0.021424284073873423,0.2,0.02205756,,
674,412,278528,79.75,35.049445829999996,136,0.8236138373613358,0.0003,0.242578125,1350,0.868096113204956,3.256702278368175,-2.0429625526070594,-0.023114472805173137,0.2,0.02846534,,
,,280000,,,,0.8008022755384445,0.0003,0.240087890625,1360,0.46217668056488037,2.7781224556267263,-2.0593968883156775,-0.024022517749108373,0.2,0.030605815,34.70034980773926,79.0
673,416,280576,78.79,35.532717819999995,137,,,,,,,,,,,,
673,419,282624,79.62,34.90015053,138,0.7193459272384644,0.0003,0.191357421875,1370,1.161521077156067,4.563351903483271,-2.083833759278059,-0.022107827189029195,0.2,0.019605994,,
